Description,Price
HC METHYLPREDNISLON SUCC 40MG INJ,$52.15 
HC PATIENTS OWN DRUGS,$1.00 
HC PHENYLEPHRINE TO 1ML INJ,$48.67 
HC PNEUMOCOCCAL VACCINE 13VAL IM,"$2,311.65 "
HC PNEUMOVAXINJ0.5 ML,"$1,292.95 "
HC PROPOFOL 10MG/ML 20ML INJ,$1.42 
HEP B IG HUMAN IM,"$1,392.01 "
HEP B IG HUMAN IM,"$1,392.01 "
HEP B IG HUMAN IM,"$1,392.01 "
HEP B-DP(A)T-POLIO VAC (PF) 10 MCG-25LF-25 MCG-10LF/0.5 ML IM SYRG,$638.02 
HEP LOCK FLUSH INJ PER 10 UNITS,$60.00 
HEP LOCK FLUSH INJ PER 10 UNITS,$60.00 
HEP LOCK FLUSH INJ PER 10 UNITS,$60.00 
HEP LOCK FLUSH INJ PER 10 UNITS,$60.00 
HEP LOCK FLUSH INJ PER 10 UNITS,$60.00 
HEP LOCK FLUSH INJ PER 10 UNITS,$60.00 
HEP LOCK FLUSH INJ PER 10 UNITS,$60.00 
HEP LOCK FLUSH INJ PER 10 UNITS,$60.00 
HEP LOCK FLUSH INJ PER 10 UNITS,$60.00 
HEP LOCK FLUSH INJ PER 10 UNITS,$60.00 
HEP LOCK FLUSH INJ PER 10 UNITS,$60.00 
HEP LOCK FLUSH INJ PER 10 UNITS,$60.00 
HEP LOCK FLUSH INJ PER 10 UNITS,$60.00 
HEP LOCK FLUSH INJ PER 10 UNITS,$60.00 
HEPA VACC PED/ADOL 2 DOSE IM,$270.30 
HEPA VACCINE ADULT IM,$616.59 
HEPB VACC 3 DOSE PED/ADOL IM,$304.69 
HEPB VACC 3 DOSE PED/ADOL IM,$313.62 
HEPB VACCINE 3 DOSE ADULT IM,$759.58 
HEPB VACCINE 3 DOSE ADULT IM,$759.58 
HES 130/0.4  6 % IN 0.9 % NACL 6 % INTRAVENOUS SOLN,$798.00 
HETASTARCH 6 % IN 0.9 % NACL 6 % INTRAVENOUS SOLN,$162.00 
HEXAMINOLEVULINATE HCL 100 MG/STUDY DOSE,"$12,300.00 "
HIB PRP-OMP VACC 3 DOSE IM,$281.88 
HIB PRP-T VACCINE 4 DOSE IM,$115.36 
HOCM <=149 MG/ML IODINE. 1ML,$0.80 
HOCM <=149 MG/ML IODINE. 1ML,$0.80 
HOCM 350-399 MG/ML IODINE 1ML,$2.46 
"HUMAN PAPILLOMAV VAC,9-VAL(PF) 0.5 ML IM SUSP",$582.60 
HUMAN TETANUS IG INJ TO 250 UNITS,"$5,827.16 "
HUMATE-P INJ,$13.16 
HYALGAN SUPARTZ VISCO-3 DOSE,"$1,022.49 "
HYALURONIDASE INJ TO 150 UNITS,$628.95 
HYALURONIDASE RECOMBINANT 1 USP UNIT,$4.29 
HYDROCORTISONE  2.5 % TOP CRPE,$78.85 
HYDROCORTISONE NA SUCCINATE INJ TO 100 MG,$143.17 
HYDROCORTISONE NA SUCCINATE INJ TO 100 MG,$143.17 
HYDROCORTISONE NA SUCCINATE INJ TO 100 MG,$143.17 
HYDROCORTISONE NA SUCCINATE INJ TO 100 MG,$143.17 
HYDROCORTISONE-ACETIC ACID 1-2 % OTIC DROP,$231.03 
HYDROXOCOBALAMIN 5 G INTRAVENOUS SOLR,"$2,627.15 "
HYDROXYZINE HCL INJ TO 25 MG,$80.13 
HYDROXYZINE HCL INJ TO 25 MG,$80.13 
HYPERTONIC SALINE SOL 1 ML,$60.00 
HYPERTONIC SALINE SOL 1 ML,$60.00 
HZV VACC RECOMBINANT IM,"$1,546.56 "
HZV VACCINE LIVE SUBQ,"$2,500.95 "
IBANDRONATE SODIUM INJECTION 1 MG,"$1,018.63 "
IDARUBICIN HCL INJECTION 5 MG,$520.80 
IDARUCIZUMAB 2.5 GRAM/50 ML INTRAVENOUS SOLN,$420.00 
IFOSFAMIDE INJECTION,$317.60 
IIV NO PRSV INCREASED AG IM,$512.66 
IIV NO PRSV INCREASED AG IM,$588.30 
IIV NO PRSV INCREASED AG IM,$640.47 
IIV4 VACC NO PRSV 0.25 ML IM,$254.37 
IIV4 VACC NO PRSV 0.5 ML IM,$228.38 
IIV4 VACC NO PRSV 0.5 ML IM,$228.38 
IIV4 VACC NO PRSV 0.5 ML IM,$228.38 
IIV4 VACC NO PRSV 0.5 ML IM,$228.38 
ILOPROST 10 MCG/ML INHALATION NEBU,$565.74 
ILOPROST 20 MCG/ML INHALATION NEBU,$565.74 
IM ADULT HEPA-HEPB,$955.80 
IM RABIES VACCINE,"$3,155.76 "
IM RABIES VACCINE,"$3,419.76 "
IM VICPS TYPHOID VACCINE,"$1,310.16 "
IMATINIB 100 MG ORAL TAB,$115.62 
IMATINIB 400 MG ORAL TAB,$400.82 
IMITREX INJ 6 MG,$112.80 
IMMUNE GLOBULIN POWDER 500 MG,$413.00 
IMMUNE GLOBULIN POWDER 500 MG,$413.00 
IMMUNE GLOBULIN POWDER 500 MG,$413.00 
IMUGLUCERASE INJECTION 10 UNITS,$500.36 
INDIGOTINDISULFONATE SODIUM 8 MG/ML (0.8 %) INJECTION SOLN,$461.87 
INDOCYANINE GREEN 25 MG INJECTION SOLR,$198.65 
INDOMETHACIN 50 MG RECTAL SUPP,$270.75 
INDOMETHACIN SODIUM 1 MG INTRAVENOUS SOLR,"$3,861.36 "
INFLIXIMAB NOT BIOSIMIL 10MG,"$1,029.73 "
INHALATIONAL SPACING DEVICE MISC. SPCR,$110.46 
INJ ABCIXIMAB 10 MG,"$14,481.96 "
INJ ABCIXIMAB 10 MG,"$14,481.96 "
INJ ADALIMUMAB 20 MG,"$14,123.11 "
INJ ADALIMUMAB 20 MG,"$14,123.11 "
INJ ADALIMUMAB 20 MG,"$14,123.11 "
INJ AGALSIDASE BETA 1 MG,"$2,056.88 "
INJ ALPROSTADIL 1.25 MCG NOT SELF ADM,$3.75 
INJ ALPROSTADIL 1.25 MCG NOT SELF ADM,$106.84 
INJ AMPHOTERICIN B 50 MG,$395.84 
INJ ARIPIPRAZOLE EXT REL 1MG,$58.50 
INJ ARIPIPRAZOLE EXT REL 1MG,$60.26 
INJ ARIPIPRAZOLE EXT REL 1MG,$62.85 
INJ ARIPIPRAZOLE EXT REL 1MG,$66.96 
INJ ATRIXTRA 0.5 MG,$28.34 
INJ ATRIXTRA 0.5 MG,$28.34 
INJ ATRIXTRA 0.5 MG,$28.34 
INJ ATRIXTRA 0.5 MG,$28.34 
INJ BACLOFEN 10 MG,"$1,991.46 "
INJ BACLOFEN 10 MG,"$2,006.88 "
INJ BACLOFEN 10 MG,"$2,006.88 "
INJ BACLOFEN 10 MG,"$2,134.26 "
INJ BACLOFEN 10 MG,"$2,134.26 "
INJ BACLOFEN 10 MG,"$2,134.26 "
INJ BACLOFEN 10 MG,"$2,134.32 "
INJ BENZTROPINE MESYLATE PER 1 MG,$238.60 
INJ BETA INTERFERON IM 1 MCG,$556.09 
INJ BEVACIZUMAB 10 MG,$919.92 
INJ BEVACIZUMAB 10 MG,$919.92 
INJ CALCITRIOL PER 0.1 MCG,$6.36 
INJ CEFTOLOZANE TAZOBACTAM ,$61.69 
INJ CETUXIMAB 10 MG,$710.70 
INJ CIDOFOVIR 375 MG,"$5,590.62 "
INJ CLEVIDIPINE BUTYRATE 1 MG,$30.79 
INJ CLONIDINE HCL 1 MG,$167.40 
INJ CMV IMMUNE GLOBULIN IV PER VIAL,"$13,549.80 "
INJ DAPTOMYCIN 1 MG,$6.02 
INJ DESMOPRESSIN ACETATE PER 1 MCG,$154.82 
INJ DESMOPRESSIN ACETATE PER 1 MCG,$154.82 
INJ ESTROGEN CONJUGATE 25 MG,"$3,620.58 "
INJ FERRIC CARBOXYMALTOS 1MG,$12.61 
INJ FILGRASTIM EXCL BIOSIMIL,$12.02 
INJ FILGRASTIM EXCL BIOSIMIL,$12.02 
INJ FILGRASTIM EXCL BIOSIMIL,$12.02 
INJ FILGRASTIM EXCL BIOSIMIL,$12.02 
INJ GARAMYCIN GENTAMICIN TO 80 MG,$18.91 
INJ GARAMYCIN GENTAMICIN TO 80 MG,$18.91 
INJ GARAMYCIN GENTAMICIN TO 80 MG,$18.91 
INJ GARAMYCIN GENTAMICIN TO 80 MG,$18.91 
INJ GARAMYCIN GENTAMICIN TO 80 MG,$19.20 
INJ GARAMYCIN GENTAMICIN TO 80 MG,$19.20 
INJ GARAMYCIN GENTAMICIN TO 80 MG,$60.48 
INJ GLUCAGON HCL PER 1 MG,"$2,629.71 "
INJ GLUCAGON HCL PER 1 MG,"$2,629.71 "
INJ GLUCAGON HCL PER 1 MG,"$2,629.71 "
INJ HALOPERIDOL DECANOATE PER 50 MG,$216.80 
INJ HALOPERIDOL DECANOATE PER 50 MG,$216.80 
INJ HALOPERIDOL TO 5 MG,$12.99 
INJ HEPARIN SODIUM PER 1000 UNITS,$60.00 
INJ HEPARIN SODIUM PER 1000 UNITS,$60.00 
INJ HEPARIN SODIUM PER 1000 UNITS,$60.00 
INJ HEPARIN SODIUM PER 1000 UNITS,$60.00 
INJ HEPARIN SODIUM PER 1000 UNITS,$60.00 
INJ HEPARIN SODIUM PER 1000 UNITS,$60.00 
INJ HEPARIN SODIUM PER 1000 UNITS,$60.00 
INJ HEPARIN SODIUM PER 1000 UNITS,$60.00 
INJ HEPARIN SODIUM PER 1000 UNITS,$60.00 
INJ HEPARIN SODIUM PER 1000 UNITS,$60.00 
INJ HEPARIN SODIUM PER 1000 UNITS,$60.00 
INJ HEPARIN SODIUM PER 1000 UNITS,$60.00 
INJ HEPARIN SODIUM PER 1000 UNITS,$60.00 
INJ HEPARIN SODIUM PER 1000 UNITS,$60.00 
INJ HEPARIN SODIUM PER 1000 UNITS,$60.00 
INJ HEPARIN SODIUM PER 1000 UNITS,$60.00 
INJ HEPARIN SODIUM PER 1000 UNITS,$60.00 
INJ HYDRALAZINE HCL TO 20 MG,$38.02 
INJ INOTUZUMAB OZOGAM 0.1 MG ,"$26,499.21 "
INJ IRINOTECAN LIPOSOME 1 MG,$515.01 
INJ IVIG PRIVIGEN 500 MG,$455.79 
INJ IVIG PRIVIGEN 500 MG,$464.04 
INJ LEVOFLOXACIN 250 MG,$19.20 
INJ LEVOFLOXACIN 250 MG,$21.60 
INJ LEVOFLOXACIN 250 MG,$21.60 
INJ LEVOFLOXACIN 250 MG,$21.60 
INJ LOVENOX 10 MG,$9.92 
INJ LOVENOX 10 MG,$9.92 
INJ LOVENOX 10 MG,$9.92 
INJ LOVENOX 10 MG,$9.92 
INJ LOVENOX 10 MG,$9.92 
INJ LOVENOX 10 MG,$9.92 
INJ LOVENOX 10 MG,$9.92 
INJ LOVENOX 10 MG,$9.92 
INJ MAGNESIUM SULFATE/500 MG,$6.00 
INJ MAGNESIUM SULFATE/500 MG,$6.00 
INJ MAGNESIUM SULFATE/500 MG,$6.00 
INJ MAGNESIUM SULFATE/500 MG,$6.14 
INJ MAGNESIUM SULFATE/500 MG,$6.15 
INJ MAGNESIUM SULFATE/500 MG,$6.15 
INJ MAGNESIUM SULFATE/500 MG,$6.15 
INJ MAGNESIUM SULFATE/500 MG,$6.15 
INJ MAGNESIUM SULFATE/500 MG,$6.15 
INJ MAGNESIUM SULFATE/500 MG,$6.15 
INJ MILRINONE LACTATE / 5 MG ,$19.14 
INJ MILRINONE LACTATE / 5 MG ,$19.20 
INJ MILRINONE LACTATE / 5 MG ,$19.20 
INJ MOGAMULIZUMAB-KPKC,"$2,342.22 "
INJ MULTIHANCE PER 1 ML,$24.87 
INJ OMALIZUMAB 5 MG,$419.28 
INJ PEMBROLIZUMAB,$574.39 
INJ PEMTREXED 10 MG,$795.70 
INJ PERFLUTREN LIP MICROS 1ML,$605.74 
INJ POTASSIUM CHLORIDE PER 2 MEQ,$60.00 
INJ POTASSIUM CHLORIDE PER 2 MEQ,$60.00 
INJ POTASSIUM CHLORIDE PER 2 MEQ,$60.00 
INJ POTASSIUM CHLORIDE PER 2 MEQ,$60.00 
INJ POTASSIUM CHLORIDE PER 2 MEQ,$60.00 
INJ POTASSIUM CHLORIDE PER 2 MEQ,$60.00 
INJ POTASSIUM CHLORIDE PER 2 MEQ,$60.00 
INJ POTASSIUM CHLORIDE PER 2 MEQ,$60.00 
INJ POTASSIUM CHLORIDE PER 2 MEQ,$60.00 
INJ POTASSIUM CHLORIDE PER 2 MEQ,$60.00 
INJ POTASSIUM CHLORIDE PER 2 MEQ,$60.00 
INJ POTASSIUM CHLORIDE PER 2 MEQ,$60.00 
INJ POTASSIUM CHLORIDE PER 2 MEQ,$60.00 
INJ POTASSIUM CHLORIDE PER 2 MEQ,$60.00 
INJ POTASSIUM CHLORIDE PER 2 MEQ,$60.00 
INJ POTASSIUM CHLORIDE PER 2 MEQ,$60.00 
INJ POTASSIUM CHLORIDE PER 2 MEQ,$60.00 
INJ POTASSIUM CHLORIDE PER 2 MEQ,$60.00 
INJ POTASSIUM CHLORIDE PER 2 MEQ,$60.00 
INJ POTASSIUM CHLORIDE PER 2 MEQ,$60.00 
INJ RISPERIDONE LG ACTNG 0.5 MG,$107.48 
INJ RISPERIDONE LG ACTNG 0.5 MG,$107.48 
INJ RISPERIDONE LG ACTNG 0.5 MG,$107.48 
INJ RISPERIDONE LG ACTNG 0.5 MG,$107.48 
"INJ RITUXIMAB, HYALURONIDASE ",$559.63 
"INJ RITUXIMAB, HYALURONIDASE ",$559.63 
INJ SULF HEXA LIPID MICROSPH,$252.45 
INJ TALIMOGENE LAHERPAREPVEC,$579.21 
INJ TALIMOGENE LAHERPAREPVEC,$579.21 
INJ TBO FILGRASTIM 1 MICROG,$7.30 
INJ TESTOSTERONE CYPIONATE,$0.27 
INJ TESTOSTERONE CYPIONATE,$0.27 
INJ TRIPTORELIN PAMOATE 3.75 MG,"$4,823.69 "
INJ VISIPAQUE 320MG BTL 200ML DISCON USE 173048,"$1,850.37 "
"INJ, ADO-TRASTUZUMAB EMT 1MG",$362.47 
"INJ, ATEZOLIZUMAB,10 MG ",$909.50 
"INJ, BUPIVACAINE LIPOSOME",$13.50 
"INJ, NUSINERSEN, 0.1MG ","$5,847.45 "
"INJ, OLARATUMAB, 10 MG ",$599.40 
"INJ, PROPOFOL, 10 MG",$1.41 
"INJ, PROPOFOL, 10 MG",$1.41 
"INJ, PROPOFOL, 10 MG",$1.41 
"INJ, PROPOFOL, 10 MG",$1.42 
"INJ, TALIGLUCERACE ALFA 10 U",$484.60 
"INJ., BENDEKA 1 MG",$283.92 
"INJ., DURVALUMAB, 10 MG ",$883.14 
"INJ., RITUXIMAB, 10 MG ","$1,144.80 "
"INJ., RITUXIMAB, 10 MG ","$1,144.80 "
"INJ., VELCADE 0.1 MG",$563.40 
"INJ., VELCADE 0.1 MG",$563.40 
INJECTION CEFTAZIDIME PER 500 MG,$27.04 
INJECTION CEFTAZIDIME PER 500 MG,$27.04 
INJECTION EPOPROSTENOL 0.5 MG,$186.79 
INJECTION EPOPROSTENOL 0.5 MG,$186.79 
INJECTION EPOPROSTENOL 0.5 MG,$186.79 
INJECTION LACOSAMIDE 1 MG,$2.78 
INJECTION ONABOTULINUMTOXINA 1 UNIT,$73.50 
INJECTION ONABOTULINUMTOXINA 1 UNIT,$73.50 
INJECTION TRABECTEDIN 0.1MG,"$3,487.68 "
"INJECTION, ALEMTUZUMAB","$13,595.73 "
"INJECTION, AVELUMAB, 10 MG ",$952.47 
"INJECTION, BLINATUMOMAB",$808.05 
"INJECTION, CANGRELOR",$181.48 
"INJECTION, CARFILZOMIB, 1 MG",$398.19 
"INJECTION, DALBAVANCIN",$177.20 
"INJECTION, DARATUMUMAB 10 MG",$594.01 
"INJECTION, EDARAVONE, 1 MG ",$230.24 
"INJECTION, ELOTUZUMAB, 1MG",$76.97 
"INJECTION, IBUPROFEN, 100 MG",$13.30 
"INJECTION, IBUPROFEN, 100 MG",$13.99 
"INJECTION, NIVOLUMAB",$321.44 
"INJECTION, NIVOLUMAB",$321.44 
"INJECTION, OCRELIZUMAB, 1 MG ",$684.99 
"INJECTION, PERAMIVIR",$20.13 
"INJECTION, PERTUZUMAB, 1 MG",$137.19 
"INJECTION, RAMUCIRUMAB",$684.39 
"INJECTION, RENFLEXIS",$789.74 
"INJECTION, RUCONEST",$335.73 
"INJECTION, VEDOLIZUMAB ",$222.70 
"INJECTION, ZARXIO",$8.31 
"INJECTION, ZARXIO",$8.31 
INSULIN INJ PER 5 UNITS,$10.32 
INSULIN INJ PER 5 UNITS,$10.33 
INSULIN INJ PER 5 UNITS,$10.33 
INSULIN INJ PER 5 UNITS,$10.33 
INSULIN INJ PER 5 UNITS,$10.33 
INSULIN INJ PER 5 UNITS,$10.33 
INSULIN INJ PER 5 UNITS,$10.33 
INSULIN INJ PER 5 UNITS,$10.33 
INSULIN INJ PER 5 UNITS,$10.33 
INSULIN INJ PER 5 UNITS,$10.33 
INSULIN INJ PER 5 UNITS,$10.33 
INSULIN INJ PER 5 UNITS,$10.33 
INSULIN INJ PER 5 UNITS,$10.33 
INSULIN INJ PER 5 UNITS,$10.33 
INSULIN INJ PER 5 UNITS,$10.33 
INSULIN INJ PER 5 UNITS,$10.33 
INSULIN INJ PER 5 UNITS,$10.33 
INSULIN INJ PER 5 UNITS,$10.33 
INSULIN INJ PER 5 UNITS,$10.33 
INSULIN INJ PER 5 UNITS,$10.33 
INSULIN INJ PER 5 UNITS,$10.33 
INSULIN INJ PER 5 UNITS,$10.45 
INTERFERON ALFA-2B INJ 1 MILLION UNITS,$377.83 
INTERFERON BETA-1B 0.25 MG,"$4,557.10 "
INTRAUT COPPER CONTRACEPTIVE,"$9,702.00 "
IPILIMUMAB INJECTION 1 MG,"$1,100.14 "
IPRATROPIUM BROMIDE 17 MCG/ACTUATION INHALATION HFAA,"$1,144.68 "
IPRATROPIUM-ALBUTEROL 20-100 MCG/ACTUATION INHALATION MIST,$246.21 
IRINOTECAN INJECTION 20 MG,$38.94 
IRON SUCROSE INJ 1 MG,$2.85 
IRON SUCROSE INJ 1 MG,$2.85 
ISOFLURANE  99.9 % INHALATION LIQD,$43.75 
ISOPROTERENOL 200 MCG/50 ML D5W IVPB,$64.58 
ISOPROTERENOL HCL 0.2 MG/ML INJECTION SOLN,"$2,151.48 "
IV HUMAN RHO D IG INJ 100 IU,$267.81 
IVSOL .9% NACL SLUSH 1000ML BAG,"$1,091.05 "
IVSOL GLYCINE 1.5% IRR 3000ML,$209.60 
IVSOL GLYCINE 1.5% IRR 3000ML,$209.60 
IXABEPILONE INJECTION 1 MG,$920.97 
"KCENTRA, PER I.U.",$22.35 
"KCENTRA, PER I.U.",$22.35 
KETOCONAZOLE 2 % TOP CREA,$54.96 
LABETALOL 20 MG/4 ML (5 MG/ML) INTRAVENOUS SYRG,$1.74 
LABETALOL 5 MG/ML INTRAVENOUS SOLN,$1.74 
LABETALOL 5 MG/ML IV SOLN,$1.64 
LACOSAMIDE 100 MG ORAL TAB,$47.17 
LACOSAMIDE 100 MG/50 ML NS,$99.00 
LACOSAMIDE 200 MG ORAL TAB,$49.97 
LACOSAMIDE 200 MG/50 ML NS,$116.70 
LAMOTRIGINE   5 MG ORAL TCHD,$37.83 
LAMOTRIGINE  25 MG ORAL TAB,$39.10 
LAMOTRIGINE  25 MG ORAL TCHD,$40.61 
LAMOTRIGINE  50 MG ORAL TBDL,$35.23 
LAMOTRIGINE  50 MG ORAL TR24,$68.77 
LAMOTRIGINE 100 MG ORAL TBDL,$37.57 
LAMOTRIGINE 100 MG ORAL TR24,$73.67 
LAMOTRIGINE 150 MG ORAL TAB,$48.95 
LAMOTRIGINE 200 MG ORAL TAB,$53.29 
LAMOTRIGINE 200 MG ORAL TR24,$78.56 
LAMOTRIGINE 300 MG ORAL TR24,$117.84 
LANREOTIDE INJECTION 1 MG,$680.30 
LASIX INJ TO 20 MG,$11.73 
LASIX INJ TO 20 MG,$11.76 
LASIX INJ TO 20 MG,$11.76 
LASIX INJ TO 20 MG,$11.76 
LENALIDOMIDE 15 MG ORAL CAP,"$2,126.81 "
LEUCOVORIN CALCIUM PER 50 MG,$33.81 
LEUCOVORIN CALCIUM PER 50 MG,$33.81 
LEUCOVORIN CALCIUM PER 50 MG,$33.84 
LEUPROLIDE ACETATE 7.5 MG,"$2,534.44 "
LEUPROLIDE ACETATE 7.5 MG,"$2,534.44 "
LEUPROLIDE ACETATE 7.5 MG,"$2,534.44 "
LEUPROLIDE ACETATE 7.5 MG,"$2,534.44 "
LEVALBUTEROL TARTRATE 45 MCG/ACTUATION INHALATION HFAA,$217.40 
LEVETIRACETAM 1000 MG ORAL TAB,$50.11 
LEVETIRACETAM INJECTION 10 MG,$1.08 
LEVETIRACETAM INJECTION 10 MG,$1.08 
LEVETIRACETAM INJECTION 10 MG,$1.09 
LEVETIRACETAM INJECTION 10 MG,$1.09 
LEVETIRACETAM INJECTION 10 MG,$1.10 
LEVOCARNITINE 200 MG/ML INTRAVENOUS SOLN,$163.80 
LEVONORGESTREL 1.5 MG ORAL TAB,$62.79 
LEVOTHYROXINE 100 MCG INTRAVENOUS SOLR,"$1,037.52 "
LEVOTHYROXINE 20 MCG/ML INJECTION (PED-NEO),$992.04 
LEVOTHYROXINE 200 MCG INTRAVENOUS SOLR,"$1,921.80 "
LEVOTHYROXINE 500 MCG INTRAVENOUS SOLR,"$4,804.20 "
LIDOCAINE (PF) 3.5 % OPHTHALMIC GEL,$56.38 
LIDOCAINE 5 % TOP OINT,$88.93 
LIDOCAINE HCL 4 % (40 MG/ML) MUCOUS MEMBR SOLN,$111.47 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.21 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.22 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.23 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.24 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.24 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.24 
LIDOCAINE HCL INJ FOR IV 10 MG,$0.24 
LIDOCAINE-PRILOCAINE 2.5-2.5 % TOP CREA,$107.31 
LIDOCAINE-TRANSPARENT DRESSING 4 % TOP KIT,$49.24 
LINACLOTIDE 145 MCG ORAL CAP,$41.07 
LINACLOTIDE 290 MCG ORAL CAP,$40.42 
LINDANE 1 % TOP SHAM,$348.81 
LINEZOLID INJ 200 MG,$156.00 
LINEZOLID INJ 200 MG,$156.00 
LINEZOLID INJ 200 MG,$156.00 
LIORESAL 500MCG1ML 20ML INJ,"$1,952.00 "
LIOTHYRONINE 10 MCG/ML INTRAVENOUS SOLN,"$2,937.84 "
LIRAGLUTIDE 0.6 MG/0.1 ML (18 MG/3 ML) SUBCUTANEOUS PNIJ,"$3,168.61 "
LOCM 100-199MG/ML IODINE 1ML,$10.70 
LOCM 200-299MG/ML IODINE 1ML,$4.05 
LOCM 200-299MG/ML IODINE 1ML,$4.05 
LOCM 200-299MG/ML IODINE 1ML,$4.05 
LOCM 200-299MG/ML IODINE 1ML,$4.05 
LOCM 200-299MG/ML IODINE 1ML,$4.05 
LOCM 300-399MG/ML IODINE 1ML,$1.47 
LOCM 300-399MG/ML IODINE 1ML,$1.47 
LOCM 300-399MG/ML IODINE 1ML,$1.47 
LOCM 300-399MG/ML IODINE 1ML,$1.47 
LOCM 300-399MG/ML IODINE 1ML,$1.47 
LOCM 300-399MG/ML IODINE 1ML,$1.47 
LOCM 300-399MG/ML IODINE 1ML,$1.47 
LOCM 300-399MG/ML IODINE 1ML,$1.47 
LOCM 300-399MG/ML IODINE 1ML,$1.47 
LORAZEPAM INJ 2 MG,$8.62 
LORAZEPAM INJ 2 MG,$8.62 
LORAZEPAM INJ 2 MG,$8.62 
LORAZEPAM INJ 2 MG,$8.64 
LOTEPREDNOL ETABONATE 0.5 % OPHTHALMIC DRPG,$305.42 
LUMIZYME INJECTION 10 MG,"$1,917.06 "
LUPRON DEPOT INJ PER 3.75 MG,"$13,049.42 "
LUPRON DEPOT INJ PER 3.75 MG,"$13,049.42 "
LUPRON DEPOT INJ PER 3.75 MG,"$13,049.42 "
LURASIDONE  20 MG ORAL TAB,$126.00 
LURASIDONE  40 MG ORAL TAB,$126.00 
LURASIDONE  60 MG ORAL TAB,$126.00 
LURASIDONE  80 MG ORAL TAB,$126.00 
LURASIDONE 120 MG ORAL TAB,$188.10 
MACITENTAN 10 MG ORAL TAB,"$1,190.45 "
"MAKENA, 10 MG ",$331.32 
MANGANESE CHLORIDE 0.1 MG/ML INTRAVENOUS SOLN,$22.59 
MANGANESE SULFATE 0.1 MG/ML INTRAVENOUS SOLN,$16.48 
MANNITOL INJ 25% IN 50 ML,$28.80 
MANNITOL INJ 25% IN 50 ML,$28.80 
MARAVIROC 150 MG ORAL TAB,$80.21 
MARAVIROC 300 MG ORAL TAB,$80.21 
MCV4 MENACWY VACCINE IM,"$1,188.26 "
MEDROXYPROGESTERONE ACETATE,$6.22 
MEDROXYPROGESTERONE ACETATE,$6.22 
MELPHALAN HCL INJ 50 MG,"$14,316.01 "
MENB-4C VACC 2 DOSE IM,"$1,587.12 "
MEPIVACAINE INJ PER 10 ML,$31.32 
MEPIVACAINE INJ PER 10 ML,$31.32 
MEPIVACAINE INJ PER 10 ML,$31.32 
MEROPENEM 100 MG INJ,$12.04 
MEROPENEM 100 MG INJ,$12.04 
MEROPENEM 100 MG INJ,$12.06 
MESALAMINE 1000 MG RECTAL SUPP,$112.65 
MESALAMINE 4 GRAM/60 ML RECTAL ENEM,$35.49 
MESNA INJECTION 200 MG,$27.50 
METFORMIN 1000 MG ORAL TG24,$190.85 
METHADONE HCL INJ TO 10 MG,$232.56 
METHADONE HCL INJ TO 10 MG,$232.60 
METHERGINE INJ TO 0.2 MG,$174.73 
METHOCARBAMOL INJ TO 10 ML,$407.04 
METHOHEXITAL 500 MG INJECTION SOLR,$685.68 
METHOTREXATE ORAL 2.5 MG,$4.03 
METHOTREXATE ORAL 2.5 MG,$4.03 
METHOTREXATE SODIUM 5 MG,$3.49 
METHOTREXATE SODIUM 5 MG,$3.49 
METHOTREXATE SODIUM 5 MG,$3.49 
METHOTREXATE SODIUM 50 MG,$34.94 
METHOXSALEN 20 MCG/ML INJECTION SOLN,$220.12 
METHYLERGONOVINE 0.2 MG ORAL TAB,$198.17 
METHYLNALTREXONE INJECTION,$10.23 
METHYLNALTREXONE INJECTION,$10.23 
METHYLNALTREXONE INJECTION,$10.23 
METHYLPHENIDATE HCL  27 MG ORAL TR24,$35.56 
METHYLPHENIDATE HCL  36 MG ORAL TR24,$36.68 
METHYLPREDNISOLONE INJ TO 125 MG,$35.64 
