Description,Price
NDL STIMUPLEX W/EXT SET22GX2IN,$48.00 
PACK LAP MAYO DRAPE TIBURON 10 EA/CA (29138),$48.00 
SPONGE STRIP SURG 3.5X6IN 200 EA/CA (801457),$48.00 
CATH SOFT-VU SHEP HK1 NB 5FX65 .035 5 EA/BX (H787107198015),$48.00 
HEAD HALTER,$48.00 
STAPLE REMOVER,$48.00 
SUPPORTER W/BAND L/STRAP SM 48 EA/CA (201070),$48.00 
SUPPORTER W/LEG STRAP MED 48 EA/CA (201161),$48.00 
SUPPORTER W/BAND L/STRAP XLG 48 EA/CA (201352),$48.00 
TUBING PERIT 2C4110,$48.00 
SUT VICRYL 7-0 CT VL BR TG160 DA 12 EA/BX (J575G),$48.00 
XEROFORM 5 X 9,$48.00 
CATHETER FOLEY SILICONE,$48.00 
CAST SMALL LEG PLASTER (5-10),$48.00 
CAST SMALL LEG PLASTER (0-4),$48.00 
CAST LARGE LEG PLASTER (0-4),$48.00 
CAST SMALL LEG PLASTER (15-99),$48.00 
CAST SMALL LEG PLASTER (11-15),$48.00 
WIRE KIRSCHNER 1.6MM LAWSON,$49.00 
SUT ETHILON 9-0 BV130-5 5IN BL BLK 12 PK/BX (2809G),$49.00 
SUT NYLON 8-0 BLK MONO BV130-5 12 EA/BX (2808G),$49.00 
SUT PROLENE 6-0 MONO BLK BV-1 DA 36 EA/BX (8806H),$49.00 
BLANKET HYPOTHERMIA MED14X20IN 1 EA/EA (ST-020),$49.00 
SLINGS,$49.00 
SOL SALINE 1000,$49.00 
SOL WATER 1000,$49.00 
TUBE RECTAL RUBBER,$49.00 
VAGINAL SPECULUM,$49.00 
KIT SYS TUBING LAP-BAND 50.8CM,$49.00 
KIT SYS TUBING LAP-BAND67.12CM,$49.00 
DRAPE SURG D N C HYSTEROSCOPY STL 25 EA/CA (3120S),$49.00 
PROBE TEMP SKIN PREMIE DISP,$49.00 
TRAY BIOPSY FENEST SYR NDL SOL,$49.00 
DEVICE LOCK GW RX W/BIOPSY CAP OLYMPUS 10 EA/BX (M00545261),$50.00 
SUT STEEL 5 V-40 18IN 1 EA/BX (M650G),$50.00 
KIT ENDO CUSTOM BEDSIDE OP4 20 EA/CA (CEK-901-20),$50.00 
SUT PROLENE 7-0 24 BLU BV-1 36 PK/BX (8702H),$50.00 
SUT PROLENE 7-0 BL MONO BV-1 DA 36 EA/BX (8701H),$50.00 
DUODERM 6X7,$50.00 
CATH SOFT-VU NB .038 5FX80CM MIKAELSSON 5/BX (H787107321015,$50.00 
BRACE WRIST W/SPICA SM LT,$50.00 
BRACE WRIST W/SPICA MED LT,$50.00 
BRACE WRIST W/SPICA SM RT,$50.00 
BRACE WRIST W/SPICA LG LT,$50.00 
BRACE WRIST W/SPICA LG RT,$50.00 
BRACE WRIST W/SPICA MED RT,$50.00 
CATH EXTERNAL,$50.00 
SLINGS CAST,$50.00 
SUSPENSORY LARGE,$50.00 
TELFA SHEET LARGE,$50.00 
TELFA SHEET DRAW,$50.00 
TELFA SHEET TOWEL,$50.00 
SYS ACC SHLDED BLADED 5X100MM KII 6 EA/BX (CFB03),$50.00 
TRAY ADD A FOLEY,$50.00 
SUT VICRYL 8-0 12 CT VIO BR TG140-8 DA 12 EA/BX (J548G),$50.00 
CAST LARGE ARM PLASTER (5-10),$50.00 
WIRE KIRSCHNER MED 1.1MMX4IN,$50.00 
BRACE WRIST W/THUMBFNGR MED L A2 AIRCAST  1 EA/EA (05WTML),$50.00 
TUBE ET MURPHY W/O CUFF 4.5MM 18F 10 EA/BX (86226),$50.00 
TUBE TRACH UNCUFF MURPHY 5MM 10 EA/BX (86227),$50.00 
TUBE TRACH UNCUFF MURPHY 5.5MM 10 EA/BX (86228),$50.00 
SNARE STIFF 10MM RND 240CM CAPTIVATOR II 10/BX (M00561101,$51.00 
GUIDEWIRE ORTHO THRD GLD 1.4MM MAXTORQUE 1EA/EA (CSS-040-14-T,$51.00 
TIP VITREORETINAL 35DEG,$51.00 
CATH FOLEY 6EYE LATEX 22FR   6 URETHRAL 12 EA/DZ (606122),$51.00 
WIRE KIRSCHNER TP .80 X 70 MM 10 EA/PK (292.08),$51.00 
NDL INSULATED 30D-BEV 22GX4IN,$51.00 
DRAPE INCISE ANTIMICRO 36X24IN 10EA/BX 4BX/CA (6648Z),$51.00 
STRIP SURG 1 X 6IN 200 EA/CA (801453),$51.00 
FORCEP RESCUE RAT TOOTH 180CM 5 EA/BX(DGR-277-5),$52.00 
CARTRIDGE IOL MONARCH II B,$53.00 
SUT SILK 8-0 BLK BRD TG175-8DA,$53.00 
NDL BIOP CHIBA DISP 18GX10CM,$53.00 
NDL CHIBA BIOPSY 18G 15CM 1 EA/EA (DCHN-18-15.0),$53.00 
NEEDLE BIOP CHIBA STL 18GX20CM 1 EA/EA (DCHN-18-20.0),$53.00 
NEEDLE BIOP CHIBA STL 22GX10CM 1 EA/EA (DCHN-22-10.0),$53.00 
SHEET SIL MDCL GRD NASAL SPLNT 10 EA/BX (20-20682),$53.00 
INTUBATAION STYLET,$53.00 
DRAPE SURG EXTREMITY 6 EA/CA (29405),$53.00 
SUT ETHILON 10-0 CS140-6 4IN BLK 12 EA/BX (9060G),$53.00 
TRAY DRESSING,$53.00 
TRAY SKEL TRACTION,$53.00 
WAFER FLANGE 4 IN,$53.00 
INTERFLO ADAPTER,$53.00 
DRAPE X-RAY C-ARM 41X64IN 6 EA/CA (890016),$53.00 
WOUND DRAINAGE MED,$53.00 
JAMSHIDI LIVER BIOPSY 16-70,$53.00 
HEADREST PILLOW GENT-TOUCH 7IN,$53.00 
SPONGE SURG COTTONOID1/2X1/2IN DUPLICATE ITEM USE ITEM 287209,$53.00 
K WIRE ACUMED 045 WS11065,$54.00 
CANE WALK ALUMINUM ADJUSTABLE,$54.00 
SUT PROLENE 5-0 HS/BV-1BV-1 24 BLU MONO 1 EA/EA (9702H),$54.00 
"BAG, BLD. WARMER",$54.00 
STAT GVL DISP LG COBALT 10 EA/BX (0270-0628),$54.00 
BLADE PRECISE CARTILAGE SGL PK,$54.00 
RESTRAINT MITT MESH CLOSE UNIV REUSE MITT POSEY 1 EA/PR (2826,$54.00 
GUIDEWIRE FIX CORE STR.038X150,$55.00 
PAD TRACTN F/HAND WRIST TOWER 1 EA/EA (AR-1617),$55.00 
SET NERVE STIMUPLEX 21GX4IN 25 EA/CT (4894260),$55.00 
NASO-PHARS AIRWAY,$55.00 
COAGULATOR SUCT DISP 10F 6IN HAND/FOOT 25 EA/CA (E3310),$55.00 
COAGULATOR HANDSWITCHNG12FX6IN 25 EA/CA (E3305),$55.00 
WIRE KIRSCHNER 2.0 X 150MM 10 EA/PK (292.20),$56.00 
WIRE CERCLAGE W/EYE 1.25X280MM 10 EA/PK (291.02),$56.00 
SUT NUROLON 4-0 RB-1 18IN BLK BRD 12 EA/DZ 12 EA/BX (C554D),$56.00 
SUT PROLENE 6-0 BLU MONO,$56.00 
SUT POLYP TS-TS 4-0 14IN 1 EA/BX (540G),$56.00 
NDL BIOPSY JAMSHIDI 16GX4IN 10 EA/CA (SN1016X),$56.00 
CATH FOLY 3-WAY EMMETT 26FR LUBRICATH 12 EA/DZ (0138L26),$56.00 
CANN EXTRACTION LIPOCOLLECTOR 5 EA/BX (US675010),$56.00 
DRESS POLYMEM FILL CAVITY 3X3,$56.00 
DRAIN WND FLAT SIL HUBLES 7MM 10 EA/CA (DYNJWE1308A),$56.00 
DRAIN WND FLAT SIL HUBLES 10MM,$56.00 
GUIDE WIRE .045IN X 6IN 1 EA/EA (WS-1106ST),$57.00 
SPONGE PATTIE SURG 1/4X1/4IN 200 EA/CA (801399),$57.00 
SUT POLYGL 0 CT-1 27IN VIO BRD 12 EA/BX (JJ31G),$57.00 
PACK COLD STD 11X14IN,$57.00 
CATH URETERAL POLLACK 5FX70CM OPEN FLEXI-TIP 10 EA/BX(021305,$57.00 
TRAY CATH A,$57.00 
SUT ETHIBOND 3-0 RB-1 4-30IN BR GRN 12 EA/BX (MX552),$57.00 
MASK SURG FILTER PLEATED LAZER 35 EA/BX (47625),$57.00 
DEVICE ENDO ACCESS ENDOTIN SYS,$57.00 
NDL EPIDURAL TUOHY 17GA,$57.00 
SUT VICRYL 0 CT-1 VIO 18IN 12 PK/BX (J740D),$59.00 
NEEDLE GERTIE MARX W/INTRO 5IN 10 EA/BX (GM 24124-I),$59.00 
BLADE CONC FULL RAD STL 3.5MM,$59.00 
CAST LARGE LEG PLASTRE (5-10),$59.00 
NDL BIOPSY 13G 10 EA/CA (DJ3513X),$59.00 
TUBE T DEAVER 5IN CROSSBAR 10F STL 1 EA/EA (0099800),$59.00 
TUBE T DEAVER 5IN CROSSBAR 12F 10 EA/CA (0099810),$59.00 
TUBE T 14F 5IN XBAR 12IN STEM DEAVER 10 EA/CA (009820),$59.00 
T-TUBE DEAVER 5IN CROSSBAR 18FR,$59.00 
T-TUBE DEAVER 5IN CROSSBAR 20FR,$59.00 
TUBE T DEAVER 5IN CROSSBAR 8F STL 1 EA/EA (0098790),$59.00 
TRAY SPINAL ANES 1T2476 W/25G 10 EA/CA (405671),$59.00 
BRUSH FEMORAL BONE 10 EA/BX (00-5059-013-00),$60.00 
SLEEVE DVT FLOWTRON 17IN 1 EA/PR 10 PR/CA (L501-M),$60.00 
AQUACEL ROPE,$60.00 
VALVE HEMOSTASIS ADAPTER,$60.00 
KNIFE OPTH SIDEPORT ANG 1.0MM CLEARCUT 6 EA/BX (8065921540),$60.00 
MASK LMA UNIQUE STD DISP SZ 4 10 EA/BX (125040),$60.00 
DRAPE SURG ENDO FENESTRD NSTL TIBURON 12 EA/CA (9458),$60.00 
KIT ENDO CONN VLV FUJI BUTTON 50 EA/CA (100312),$60.00 
BLADE SWA OSC STR 12X10X.4MM 1 EA/EA (5023-161),$62.00 
KNIFE MYRINGOTOMY SICKLE FLAT 6 EA/BX (130715),$62.00 
GUIDEWIRE THSF-35-145,$63.00 
DRAPE C-ARM OEC 9800 6X60IN STL 5 EA/CA (07-PK-803),$63.00 
SHEETING N TUBING 11X15CMX1MM NSTL 10 EA/BX (20-20680),$63.00 
SUT ETHILON 8-0 BV130-4 5IN BLK MONO SA 12 EA/BX (2815G),$63.00 
PACK COLD NECK 23IN,$63.00 
PACK ANORECTAL HV 105 NY41 4 EA/CA (SMAOCARHVA),$63.00 
TIP LASER CERMC SPOT SZ 0.25MM,$63.00 
TIP LASER CERMC SPOT SZ 0.4MM 10MM EXT 5 EA/PK (LS9005-02),$63.00 
SLEEVE ADV FIX 12X100MM,$63.00 
SLEEVE Z-THRD 12X100MM KII 12 EA/BX (CTS22),$63.00 
NEWBAND,$63.00 
ELECTRODE QUICK PACE,$63.00 
CATH SUCTION #5,$65.00 
CATH SUCTION #8,$65.00 
CATH SUCTION #10,$65.00 
TUBE FEEDING #5.0,$65.00 
TUBE FEEDING #8,$65.00 
DEVICE F/EXPANDER TIS NSTL,$65.00 
NDL INTRO COAXIAL 17GX6.8CM BIO PINCE 5 EA/BX (MCXS1810BP),$65.00 
CATH FOLEY 2 WAY 30CC 20F SIL CTD 12 EA/DZ (0166V20S),$65.00 
CATH FOLY 3-WAY EMMETT 18FR LUBRICATH 12 EA/DZ (0138L18),$65.00 
CATH FOLEY 3 WAY STD 30CC 24F LUBRICATH 12 EA/DZ (0138L24),$65.00 
"BAG, ICE, 9 IN",$65.00 
CATH PERI DIAL ADV,$65.00 
CATH SUBCLAVIAN,$65.00 
CATH SUCT TRIFLO W/CONTROL 10F 50 EA/CA (T61C),$65.00 
NUT CONNECT LNG M8X15MM 1 EA/EA (4933-1-011),$66.00 
HANDPIECE COAXIAL POLY I/A CRV INTREPID 6 EA/BX (8065752146),$66.00 
SUT VICRYL 9-0 5 VIO BV100-3 12 PK/BX (V402G),$66.00 
GUIDEWIRE ORTHO 2.4X170MM 1 EA/EA (AR-8610K-65),$66.00 
INJECTOR CONTRAST LINE 72IN,$66.00 
CATH FOLEY POST 3WAY 24F 75CC SOFT SIMPLASTIC 10EA/BX(570824,$66.00 
CANN UNIV LNG LF SEAL 76X5MM BLU STL 10 EA/BX (012405),$66.00 
INJECT BONE FLX NOZZ 12X0.25IN,$66.00 
BREATHER ABSORBER SODA SORB 12 EA/CA (3551-1361),$66.00 
WIRE CERCLAGE W/EYE 1.0X280MM 10 EA/PK (291.01),$67.00 
WIRE KIRSCHNER 1.6X65MM,$67.00 
WIRE KIRSCHNER 1.6X100MM,$67.00 
CATH FOLEY 24FR SIX EYE,$68.00 
BIT DRILL CANN 1.7MM 1 EA/EA (AR-8737-17),$68.00 
WICK-OTO POPE 15MM 10 EA/BX (14-25008),$68.00 
STAT GVL DISP SM COBALT,$69.00 
LARYNGOSCOPE GLIDESCOPE SZ 2,$69.00 
BLANKET HYPOTHERMIA PED33X36IN UNDER BODY 10 EA/CA (55501),$69.00 
SUT FIBERWIRE 4-0 TPR NDL 18IN BLU 1 EA/EA (AR-7230-01),$69.00 
TRAY COLONIC IRRIG,$69.00 
SUT VICRYL 8-0 12 VIO LE140-6 12 PK/BX (J974G),$69.00 
HOT TEMP. CAUTERY,$69.00 
DUO DERM 4X4,$69.00 
DUO DERM 8X8,$69.00 
NURSERY ADM KIT,$69.00 
POUCH DRAINABLE 12X2 3/4IN W/FLTR 10 EA/BX (411362),$69.00 
OR MINOR SUPPLY,$69.00 
GUIDEWIRE ORTHO 1.9MM 1 EA/EA (CSS-040-19),$70.00 
KIRSCHNER WIRE MAXLOCK 1.1MM,$70.00 
SUT NYL 10-0 BLK MONO TG140-4 3M 12 EA/BX (7718G),$70.00 
SNARE POLY 13MMX2.8X235CM SENSATION 40 EA/BX (6269-40),$70.00 
CATH IV 20G X 1 1/4IN A,$70.00 
CATH UMBILICAL POLY 5.0F 10 EA/CA (8888160341),$70.00 
COLLAR CERV MED 4.25 IN,$70.00 
COLLAR PHILADELPHIA LG 4-1/4IN,$70.00 
COLLAR CERV SMALL 4.25 IN,$70.00 
TBG IV FLUID WARMING 96IN SET 30 EA/CA (L-70),$70.00 
BLADE SAW OSC MICRO 10 X 18.5 (5023-163),$70.00 
BLADE SAW SAG 1 EA/EA (5023-162),$70.00 
BLADE SAW OSC FN MIC 10X35MM STR 1 EA/EA (5023-169),$70.00 
BLADE SAW SAG FINE 9.5X25.5X4 ORDER MULT OF 5/EA (5023-138),$70.00 
TRAY EPIDURAL CONTINOUS 18G 10 EA/CA (406047),$70.00 
KIRSCHER WIRE 1.6MMX15CM 1 EA/EA (AR-14016),$70.00 
WIRE KIRSCHNER TP .60 X 70 MM 10 EA/PK (292.06),$71.00 
FORCEP BIOPSY NDL STD CAP240CM RADIAL JAW4 5 EA/BX (M00513413,$71.00 
SET INSERT SURG CLAMP 61MM,$71.00 
INST ENDO SELF SEALING PORT 10 EA/PK (26153EAU/10),$71.00 
GUIDEWIRE F/BIOCOMPRES .045IN W/TROCAR TP 1 EA/EA (AR-5025K),$72.00 
HEEL PROTECTION,$72.00 
TRAY SIALOGRAM,$72.00 
WAFER 8X8,$72.00 
HEEL PROTECTORS,$72.00 
SUT ULTRABRAID 2-0 38INCOBRAID LAWSON,$72.00 
CAST LARGE ARM PLASTER (11-15),$72.00 
BLANKET BAIR HUGGER 60X32IN L/BODY 10 EA/CA (55000),$74.00 
SEAL PORT BIOPSY 6FR,$74.00 
DRAPE OPTH STL BLU 65 X 100IN,$74.00 
"STAPLES, DISPOSABLE",$74.00 
ADAPTER PORT IRRIG UROLOK II 10 EA/BX (M0067301401),$74.00 
SUT PDS ORTHO 2-0 STP-10 VIO,$75.00 
NDL BIOP CORE COXIAL 17GAX10CM,$75.00 
CATH COUDE LUBE 2WAY 14FR 5CC 12 EA/CA (0168L14),$75.00 
CATH FOLEY SIL ELASTOMER 12FR BARDEX 12 EA/DZ (0165V12S),$75.00 
CATH FOLEY 2WAY SIL CTD14F 5CC 5ML BAL 12 EA/CA (0165V14S),$75.00 
CATH FOLEY 16FR 5CC 12 EA/DZ (0165V16S),$75.00 
CATH FOLEY SIL ELASTOMER 18FR BARDEX 12 EA/DZ (0165V18S),$75.00 
CATH FOLEY 3WAY 20FR 5CC LATEX 12 EA/CA (0119L20),$75.00 
CATH FOLEY SIL/LATEX 20FR 5CC 12 EA/CA (265720),$75.00 
CATH FOLEY SIL COAT 22FR 5CC 12 EA/CA (265722),$75.00 
CATH COUDE 2WAY LUBE 5CC 16FR 12 EA/CA (0168L16),$75.00 
CATH COUDE 2WAY LUBE 20FR 5CC 12 EA/DZ (0168L 20),$75.00 
CATH FOLEY COUDE CARSON 22FR 5CC 2WAY,$75.00 
SIZER BRST GEL RND FP 385CC RE-STLZBL 1 EA/EA (MSZ-F385),$75.00 
SIZER BRST GEL RND FP 410CC RE-STLZBL 1 EA/EA (MSZ-F415),$75.00 
DEVICE MLTI TORQUE GUIDEWIRE,$75.00 
BLADE ACL FINE STL9.5X25.5X4MM MIN ORD 5 EA/BX (00502318300),$75.00 
NDL GUIDE DISP MULTIPRO 2000,$75.00 
SYSTEM SAFETOUCH SETS 10 SETS/CA (003984-901),$75.00 
ORTHOCORD VIOLET W/MO7 TAP NDL 12 EA/PK (223104),$75.00 
INNER CANN 8MM BLU F/9MM TUBE 20 EA/BX 3 BX/CA (526090),$76.00 
CATH FOLEY 3WAY 22F 30CC SIMPLASTIC 10/BX(664130-000220,$76.00 
"BAG, BILE",$76.00 
"BAG, PER. DIAL.",$76.00 
CATH FOLEY 6EYE LATEX 26FR URETHRAL 12 EA/BX (606126),$76.00 
TUBE AIRWAY FLEX SGL USE SZ 5,$76.00 
WIRE PLT REDUCT THRD TP 1.25MM W/SM STOP 10/PK(02.111.500.10),$76.00 
SUT ULTRABRAID 2-0 38IN WHT,$76.00 
BUR HELICUT LG MOUTH 4.5MM,$76.00 
NEEDLE ACCESS 19&22 CA,$76.00 
CHO-PAT ELBOW SPLINTS,$76.00 
BLADE SCISSOR SHRP/BLNT SS ACCU-EDGE 5 EA/CA (4796),$76.00 
NDL ELEC EXTEND MEGAFINE 2.5IN 12 EA/BX (0118A),$77.00 
DUODERM 5X5,$77.00 
CATH VESSEL KIT 20G X 5 IN,$77.00 
SUT GORETEX CV0 THX-36 SA 36IN,$77.00 
SUT ULTRABRAID 2-0 38INCOBRAID,$77.00 
CATH FOLEY COUDE 12FR 5CC 12 EA/CA (0168L12),$77.00 
PACK CUST CYSTO HUDSON VALLEY 4 EA/CA (SBA18CPHVA),$77.00 
SUT V-LOC PBT 2-0 V-20 6IN BLU,$77.00 
CAP LEAD END 5MM IS1,$77.00 
TRAY EPIDURAL CONT 18GX3-1/2IN 10 EA/CA (406048),$77.00 
MANVALCTRIC BREAST PUMP SYS,$77.00 
BRUSH FEMORAL HIGH CAP TIP 10 EA/BX (00-5150-183-00),$77.00 
PACK EPISTAXIS POPE 10X1.5X2.5 10 EA/BX  (400406),$78.00 
CATH FOLEY 2WAY LUBE 18FR 5CC 12 EA/CA (0168L18),$78.00 
CATH THORACIC,$78.00 
WAGENSTEIN RENTAL,$78.00 
DRAPE MAMMOTOME PROCEDURE DISP,$78.00 
RETRACTOR SURG LP BLUNT HOOK 5,$78.00 
SET INSERT SURG CLAMP 33MM,$78.00 
SYS ENDOSHEATH ENF-P4/GP STL SLIDE-ON 20 EA/BX (22-4401),$78.00 
SUPPORT MED,$79.00 
SUPPORT LARGE,$79.00 
BLADE SAW NEURO SPRL 44.5MM,$79.00 
BLADE SAW SAG FINE 5.5X25.5X4 5/EA/CA (5023-132),$79.00 
COLOSTOMY 2 3/4 IN,$79.00 
LAVACUATOR,$79.00 
TWIN CATHETER,$79.00 
BREAST SHELLS,$79.00 
INJECTION KIT,$79.00 
"PIN SHORT KNEE 1/8X3 1 EA/EA (71210002)""",$80.00 
"PIN LONG KNEE 1/8X5 1 EA/EA (71210003)""",$80.00 
"ADAPTER, MICRO",$80.00 
"BOTTLE, VAC, 1000CC",$80.00 
CATH MALECOT 32 FR 4 WING 6 EA/CA (86032),$80.00 
GUIDEWIRE THRD TRCR TP1.35X150,$80.00 
SOL IRRIG STERILE 3L 4 EA/CA (7973-08),$80.00 
PACK CATH R/R 8 FR,$80.00 
SUT MAXON PDS II 0 18IN VIO 12 EA/BX (EZ10G),$80.00 
PACKING NASAL DOYLE ADL,$80.00 
WIRE KIRSCHNER TP 1.0 X 150MM,$81.00 
WIRE KIRSCHNER 1.25 X 150MM 10 EA/PK (292.12),$81.00 
WIRE KIRSCHNER TP 1.6 X 150 MM 10 EA/PK (292.16),$81.00 
CATHETER MALECOT 20FR 6 EA/CA (086020),$82.00 
AIRWAYS-NASALS,$82.00 
"BAG, INFUSOR 500CC",$82.00 
BLKT BAIR HUGGER UPP BODY ADUL,$82.00 
PENCIL W/SMOKE EVAC 7/8X10FT 16 EA/CA (ESPB9000),$82.00 
BAIR HUGGER TEMP BODY UPPER,$82.00 
RESTRAINT ANKLE SECURITY 1 EA/PR (2755),$82.00 
TRAY EPIDURAL CONTINUOUS 17G TOUHY 10 EA/CA (A3792-17),$83.00 
KIT CUST MAJOR W/1 BASIN PACK 3 EA/CA (SSK4003),$83.00 
TROCAR BLADELESS ENDOPATH 5MM 6 EA/BX (B5ST),$83.00 
KIT EVACUATOR PVC400 10FX1/8IN 12 EA/CA (DYNJWE402),$83.00 
KIT EVACUATOR PVC400 19FX1/4IN 12 EA/CA (DYNJWE404),$83.00 
VACUUM SET MAMMOTOME PROBE,$83.00 
DSG NASAL STD MEROCEL 8X2CM W/O STRING 20 EA/PK (400402),$83.00 
DRESSING NASAL TAMPON STD 8CM MEROCEL 10 EA/BX (400403),$83.00 
GUIDEWIRE W/TROCAR TIP .062IN 1 EA/EA (AR-8941K),$84.00 
INVALID RING,$84.00 
KIT TRANSFER 4/BX (350-8400),$84.00 
RING SUCTION W/O TUBING 20 EA/CA (0702-311-000),$84.00 
BINDER BREAST 3X-LG,$84.00 
LAPOROTOMY PACK,$84.00 
EDOILLUMINATOR FIBER BLU 20G LIGHT PIPE 6 EA/BX (MVS1011C),$84.00 
SENSOR BIS SEDATIVE QUATRO,$84.00 
TAK PLATE HOLD .045X6IN,$86.00 
SUT NYL 10-0 BLK MON TG160-4 12 EA/BX (7707G),$86.00 
ELECTRODE LEEP LG RADIUS 2X1X12CM (R2010),$86.00 
ELECTRODE LEEP BALL 5MMX5.5CM 5 EA/BX (B0555),$86.00 
GUIDEWIRE STARTER J .035X260CM,$86.00 
CAST LARGE ARM PLASTER (15-99),$86.00 
CAST LARGE LEG PLASTER (11-15),$86.00 
GRAFT SKIN CARRIER PLSTIC 8,$86.00 
CATH FOLEY 24F 30CC SIMPLASTIC 10/BX(664130-000240,$87.00 
CATH FOLEY COUDE 20FR 5CC 12 EA/CA (0102L20),$87.00 
TUBING Y-TUR 2C4041,$87.00 
CAST SMALL ARM FIBER (5-10),$87.00 
CAST LARGE ARM FIBER (0-4),$87.00 
CAST SMALL LEG FIBER (0-4),$87.00 
SECURITY RESTRAINT,$87.00 
STRAP RESTRAINT PATIENT 4X72IN 1 EA/EA (7539),$88.00 
AQUACEL 4X4,$88.00 
"BAG, URI, 4000CC",$88.00 
BLOOD COLL SET,$88.00 
CATH FOL 5CC,$88.00 
CANISTER SUCTION DIS LG 12LTR 4 EA/CA (65651-120),$88.00 
TRAY UMB VEIN CANN,$88.00 
TRACTION HELPER,$88.00 
GUIDEWIRE KIRSCHNER 285MM LNG,$89.00 
KIRSCHNER WR 1.2MM THR TP150MM,$90.00 
WIRE KIRSCHNER .035 X 9IN,$90.00 
GARMENT DVT FOOT SHOE REG 10 EA/CA (FG100-R),$91.00 
GARMENT DVT FOOT SHOE LG 10 EA/CA (FG200),$91.00 
BUR RND CARBIDE FG 6 1.3X1.8MM 10 EA/PK (14973),$91.00 
BUR RND CARBIDE FG-8 10 EA/PK (17706),$91.00 
BUR RND CARBIDE FG 2 .7X1MM 10 EA/PK (14967),$91.00 
BURR CARBIDE FRICTN GRIP SZ169 10 EA/PK (16884),$91.00 
BURR CARBIDE FG 330 10 EA/PK (15001),$91.00 
BURR CARBIDE FRICTION GRIP SZ4 10 EA/PK (14970),$91.00 
SUT GORETEX CV4 PT-17 DA 36IN,$91.00 
SUT GORETEX CV6 PT-09 DA 30IN,$91.00 
CATH FOLEY PEZZER MUSHROOM 26F 6 EA/CA (064026),$91.00 
CATH DRAIN PEZZER MUSHROOM 32F 2 EYE 6 EA/CA (064032),$91.00 
CATH DRAIN PEZZER MUSHROOM 34F 2 EYE 6 EA/CA (064034),$91.00 
CATH DRAIN PEZZER MUSHROOM 36F 2 EYE 1 EA/EA (064036),$91.00 
"BAG, URI, 2000CC",$91.00 
CATH ARGLE THORACIC 24FR 10 EA/CA (8888561050),$91.00 
CATH TROCAR 28FR 10 EA/CA (8888561068),$91.00 
CATH ARGLE THORACIC 32FR 10 EA/CA (8888561076),$91.00 
CATH TROCAR 8F SOFT PVC 10 EA/CA (8888560805),$91.00 
CATH TROCAR 20 32FRI6,$91.00 
BAIR HUGGER TEMP BODY LOWER,$91.00 
ASSEMBLY APPLCTR F/FIBRIN GLUE,$91.00 
SUT GORETEX CV6 TTC-12 76IN 12 EA/BX (6M10),$91.00 
MITTEN RESTRAINTS,$91.00 
DRESSING NSL TAMPON2.5X9X1.2CM 10 EA/BX (400427),$91.00 
CROWN PRIM LATERAL SZ1 L,$92.00 
CROWN PRIM LATERAL SZ2 L,$92.00 
CROWN PRIM LATERAL SZ4 L,$92.00 
CROWN PRIM LATERAL SZ5 L,$92.00 
CROWN PRIM LATERAL SZ6 L,$92.00 
RING LOCATOR MINI SS,$92.00 
RING LOCATOR MAXI SS,$92.00 
CROWN PRIM LATERAL SZ4 R,$92.00 
CROWN PRIM LATERAL SZ5 R,$92.00 
CROWN PRIM LATERAL SZ3 R,$92.00 
CROWN PRIM LATERAL SZ3 L,$92.00 
CROWN PRIM CENTRAL SZ1 L,$92.00 
CROWN PRIM CENTRAL SZ2 L,$92.00 
CROWN PRIM CENTRAL SZ3 L,$92.00 
CROWN PRIM CENTRAL SZ4 L,$92.00 
CROWN PRIM CENTRAL SZ5 L,$92.00 
CROWN PRIM CENTRAL SZ6 L,$92.00 
CROWN PRIM CENTRAL SZ1 R,$92.00 
CROWN PRIM CENTRAL SZ2 R,$92.00 
CROWN PRIM CENTRAL SZ3 R,$92.00 
CROWN PRIM CENTRAL SZ4 R,$92.00 
CROWN PRIM CENTRAL SZ5 R,$92.00 
CROWN PRIM CENTRAL SZ6 R,$92.00 
CROWN CUSPID CANINE LOWER SZ 1,$92.00 
CROWN CUSPID CANINE LOWER SZ 2,$92.00 
CROWN CUSPID CANINE LOWER SZ 3,$92.00 
CROWN CUSPID CANINE LOWER SZ 4,$92.00 
CROWN CUSPID CANINE LOWER SZ 5,$92.00 
CROWN CUSPID CANINE LOWER SZ 6,$92.00 
CROWN CUSPID CANINE UPPER SZ 1,$92.00 
CROWN CUSPID CANINE UPPER SZ2,$92.00 
CROWN CUSPID CANINE UPPER SZ3,$92.00 
CROWN CUSPID CANINE UPPER SZ4,$92.00 
CROWN CUSPID CANINE UPPER SZ5,$92.00 
CROWN CUSPID CANINE UPPER SZ6,$92.00 
CROWN PRIM LATERAL SZ6 R,$92.00 
CROWN PRIM CENTRAL SZ1-6 L,$92.00 
CROWN PRIM CENTRAL SZ1-6 R,$92.00 
CROWN PRIM LATERAL SZ1-6 L,$92.00 
CROWN CUSPID CANINE LOWR SZ1-6,$92.00 
CROWN CUSPID CANINE UPPR SZ1-6,$92.00 
SUT ETHILON 9-0 5 BLK BV100-4 12 EA/BX (2829G),$92.00 
SPLINT NASAL AIRWAY INTERNAL,$92.00 
CUFF TOURNIQUET STL W/SLV 18IN DBL PORT 10EA/BX (60-7070-153),$92.00 
