Description,Price
IVP SNGL/INITL DRUG GY  ,709.48
IVP SNGL/INITL DRUG GY  ,753.68
IVP SNGL/INITL DRUG GY  ,544.99
IVP SNGL/INITL DRUG GY  ,561.97
IVP SNGL/INITL DRUG GY  ,561.97
IVP SNGL/INITL DRUG GY  ,561.97
OBS HR NON BILLABLE     ,72.99
OBS HR NON BILLABLE     ,72.99
OBS HR NON BILLABLE     ,72.99
OBS HR NON BILLABLE     ,72.99
OBS HR NON BILLABLE     ,72.99
OBS HR NON BILLABLE     ,72.99
OBS HR NON BILLABLE     ,72.99
OBS HR NON BILLABLE     ,72.99
OBS HR NON BILLABLE     ,72.99
OBS HR NON BILLABLE     ,72.99
IVP EA ADD SEQ SAME DRUG,222.93
IVP EA ADD SEQ SAME DRUG,222.93
IVP EA ADD SEQ SAME DRUG,222.93
CHEMO IV SING/IN DR 1 HR,535.3
CHEMO IV EA ADD HOUR    ,535.3
CHEMO IV EA AD SEQ 1 HR ,511.98
CHEMO IV PUSH SING/IN DR,576.64
CHEMO IV PUSH EA ADD DRG,303.16
IV INITIAL UP TO 1 HOUR ,543.88
IV EACH ADD HOUR        ,164.78
IV ADDL SEQ INF UP TO 1H,164.78
IV CONCURRENT INFUSION  ,164.78
IVP SINGLE/INITIAL DRUG ,566.5
IVP EA ADD SEQ NEW DRUG ,171.24
IVP EA ADD SEQ SAME DRUG,222.93
IV HYDRAT INIT UP TO 1HR,543.88
IV HYDRAT EA ADD HR     ,164.78
INJECTION IM OR SQ      ,343.56
INJECTION IM OR SQ/SD GY,343.56
CHEMO IV EA AD SEQ 1 HR ,511.98
CHEMO IV PUSH EA ADD DRG,303.16
INJECTION IM OR SQ      ,343.56
CHEMO IV SING/IN DR 1 HR,535.3
CHEMO IV EA ADD HOUR    ,535.3
CHEMO IV EA AD SEQ 1 HR ,511.98
CHEMO IV PUSH SING/IN DR,576.64
CHEMO IV PUSH EA ADD DRG,303.16
IV INITIAL UP TO 1 HOUR ,543.88
IV EACH ADD HOUR        ,164.78
IV ADDL SEQ INF UP TO 1H,164.78
IV CONCURRENT INFUSION  ,164.78
IV HYDRAT INIT UP TO 1HR,543.88
IV HYDRAT EA ADD HR     ,164.78
CHEMO IV SING/IN DR 1 HR,535.3
CHEMO IV EA ADD HOUR    ,535.3
CHEMO IV EA AD SEQ 1 HR ,511.98
CHEMO IV PUSH SING/IN DR,576.64
CHEMO IV PUSH EA ADD DRG,303.16
IVP SNGL/INITL DRUG GY  ,566.5
IVP EA ADD SEQ NEW DR GY,171.24
IVP EA ADD SEQ S DRUG GY,222.93
OBS HR NON BILLABLE     ,72.99
CHEMO IV SING/IN DR 1 HR,535.3
CHEMO IV EA ADD HOUR    ,535.3
CHEMO IV EA AD SEQ 1 HR ,511.98
CHEMO IV PUSH SING/IN DR,576.64
CHEMO IV PUSH EA ADD DRG,303.16
IV INITIAL UP TO 1 HOUR ,543.88
IV EACH ADD HOUR        ,164.78
IV ADDL SEQ INF UP TO 1H,164.78
IV CONCURRENT INFUSION  ,164.78
IVP SINGLE/INITIAL DRUG ,566.5
IVP EA ADD SEQ NEW DRUG ,171.24
IVP EA ADD SEQ SAME DRUG,222.93
IV HYDRAT INIT UP TO 1HR,543.88
IV HYDRAT EA ADD HR     ,164.78
INJECTION IM OR SQ      ,343.56
INJECTION IM OR SQ/SD GY,343.56
IVP SNGL/INITL DRUG GY  ,566.5
IVP EA ADD SEQ NEW DR GY,171.24
IVP EA ADD SEQ S DRUG GY,222.93
OBS PER HOUR            ,72.99
DIRECT REFERRAL TO OBS  ,1581.63
OBS HR NON BILLABLE     ,72.99
CHEMO IV SING/IN DR 1 HR,535.3
CHEMO IV EA ADD HOUR    ,535.3
CHEMO IV EA AD SEQ 1 HR ,511.98
CHEMO IV PUSH SING/IN DR,576.64
CHEMO IV PUSH EA ADD DRG,303.16
IV INITIAL UP TO 1 HOUR ,543.88
IV EACH ADD HOUR        ,164.78
IV ADDL SEQ INF UP TO 1H,164.78
IV CONCURRENT INFUSION  ,164.78
IVP SINGLE/INITIAL DRUG ,566.5
IVP EA ADD SEQ NEW DRUG ,171.24
IVP EA ADD SEQ SAME DRUG,222.93
IV HYDRAT INIT UP TO 1HR,543.88
IV HYDRAT EA ADD HR     ,164.78
INJECTION IM OR SQ      ,343.56
INJECTION IM OR SQ/SD GY,343.56
IVP SNGL/INITL DRUG GY  ,566.5
IVP EA ADD SEQ NEW DR GY,171.24
IVP EA ADD SEQ S DRUG GY,222.93
APPLY VENOUS WND COMP BK,420.12
APPLY VEN WND COMP BK BI,839.16
DIRECT REFERRAL TO OBS  ,1581.63
UNNA BOOT               ,389
CATH RH W WIR SENS PA   ,93622
UNNA BOOT BI            ,778
SCREW MSTR HEAD 7.0X55MM,3564
DESMOGLEIN 3 AB SQ IA   ,673.89
LINER ACTB +3MM 40MM 26M,4675
SPACER TIB 65X5MM SL 2.5,9771.75
SCREW LOPRO BN 2.7X40MM ,1650
CANNULA 8MM BUTTON PSPRT,529
POSITIONER SURG 2 PIN   ,1610.25
SLEEVE DRILL SD RLSE 2.4,3325
TUBE 20FR CRB REPL      ,387.5
VENOUS ENTRY KIT 4000E  ,106
PEG SMTH LCK 2.0X18MM   ,990
RASP 22CM 3MM 4.1MM 360D,690
SHTH FSTCTH 14F 406136  ,225.75
CATHETER XTRN INCR INVW ,12.25
SCREW LCKNG BG 2.5X18MM ,1705
SCREW BG LOCKNG 2.5X16MM,1705
PROGRAMMER NRSTM VRF 4  ,3400
SCREW BN 4X32MM TIAL6V4 ,3490
SHELL ACTB PPS LTD 62H  ,7200
LINER ARCOMXL NTRL 40H  ,4675
STENT ESPH 23MM 15X12CM ,16500
ADHESIVE SKNCLS 2 OCTYL ,792
TISSUE SYN LG MTRX WND H,15225
SHAVER BURR RND FLTD 5.0,997.5
CYTOGEN DNA PROBE EACH  ,477.63
CYTOGEN IN SITU 10-30   ,522.06
17 HYDROXYPREGNEN       ,207.34
A PULLULANS AB          ,105.51
O&P SPECIAL STAIN       ,203.64
ACETAZOLAMIDE DIAMOX QN ,635.02
ACT CLOT TIME           ,111.06
ACTINOMYCES AB QL       ,105.51
PATH STAIN GROUP 2      ,185.14
LIPOPROTEIN (A)         ,235.11
ALLERGEN IGE EACH       ,81.47
ALLERGEN MULTI PANEL    ,111.06
OCCBLD PEROX 1-3 DIAG   ,177.71
ALUMINUM                ,107.36
AMINO ACID SINGLE QN    ,794.23
AMINO ACIDS MULTIPLE QL ,105.51
AMOEBIC AB              ,105.51
ANA QUAL SCREEN         ,577.62
ANA QUANT TITER         ,455.43
NEWBORN METABOLIC SCR   ,348.37
APOLIPOPROTEIN B        ,57.4
ASIALO-GM1 AB QN IGG IA ,359.16
ASPERGILLUS AB          ,105.51
ASPERGILLUS FLAVUS AB   ,105.51
ASPERGILLUS FUMI GD     ,216.61
ASPERGILLUS FUMI IGA    ,105.51
ASPERGILLUS FUMI IGG    ,105.51
ASPERGILLUS FUMI IGM    ,105.51
ASPERGILLUS FUMIGATUS AB,105.51
ASPERGILLUS NIGER AB    ,105.51
AUREOBASIDIUM PULLULA GD,216.61
HEMOLYSIN AGGLUTIN AUTO ,37.03
BETA 2 GLYCOPROT1 AB IGA,714.6
BETA 2 GLYCOPROT1 AB IGG,714.6
BETA 2 GLYCOPROT1 AB IGM,714.6
BRUCELLA AB QL IGG      ,101.84
BRUCELLA AB QL IGM      ,101.84
CAMPYLOBACT AB QUAL     ,673.89
CHLAMYDIA GROUP AB SCR  ,398.04
CHLAMYDIA PSITTACI IGG  ,144.39
CHLAMYDIA PSITTACI IGM  ,398.04
CHLAMYDIA TRACH IGG     ,144.39
CHLORIDE OTHER          ,385.07
CHROM ADDTL KARYOTYPE   ,1271.86
CHROMIUM                ,211.06
SCREW LOPRO LCK 2.7X24MM,1650
CITRATE URINE           ,240.67
CMV AMP PROBE           ,1949.46
CMV DNA QN              ,2319.73
COLLAGEN CROSS LINKS    ,122.17
COMPLEMENT C1 EST ACT   ,486.9
CORTISOL FREE           ,2491.89
C-REACTIVE PROTEIN      ,522.06
CREATININE OTHER        ,18.51
CRYPTOCOC AB CSF QUAL   ,140.68
CULT ACANTHAMOEBA SCR   ,44.43
CULT AFB                ,616.5
CULT MRSA SCR           ,183.28
CULT VIRUS SHELL VIAL   ,444.32
CYTO SMEAR PSI          ,155.52
CYTOGEN IN SITU 3-5     ,522.06
CYTOGEN IP 100-300      ,949.73
E HISTOLYTICA GRP AG EIA,547.99
EBV AMP PROBE           ,2225.31
EM DIAGNOSTIC           ,3871.13
ENCEPH E EQUINE ABQL IGG,105.51
ENCEPH E EQUINE ABQL IGM,105.51
ENCEPH LACROSSE ABQL IGG,105.51
ENCEPH LACROSSE ABQL IGM,105.51
ENCEPH ST LOUIS ABQL IGG,105.51
ENCEPH ST LOUIS ABQL IGM,105.51
ENCEPH W EQUINE ABQL IGG,105.51
ENCEPH W EQUINE ABQL IGM,105.51
ESTRONE                 ,183.28
FACTOR 10 ASSAY         ,1225.58
FACTOR 11 ASSAY         ,1225.58
FACTOR 12 ASSAY         ,1225.58
FACTOR 13 ASSAY         ,1225.58
FACTOR 13 SOLUBILITY    ,1225.58
FACTOR 2 ASSAY          ,1225.58
FACTOR 5 LABILE         ,1225.58
APC RESISTANCE          ,790.51
FACTOR 7 STABLE         ,1225.58
FACTOR 8 AHG            ,1225.58
FACTOR 8 REL AG         ,1225.58
FACTOR 8 RISTOCETIN     ,1225.58
FACTOR 8 VW MULTIMERS   ,1225.58
FACTOR 8 VW AG          ,1225.58
FACTOR 9 ASSAY          ,1225.58
FATTY ACID SINGLE CHR QN,788.66
PAMG-1 CVS QL           ,2467.83
FILARIA AB IGG          ,1099.69
CATH EXT PUREWICK FEMALE,87.75
FRAGILE X CHROMOSOME    ,2649.27
FRAN TULAREN AB QUAL    ,438.77
PACEMKR ASSRTY PM2272   ,24000
GALACTOSE 1 PUT QUANT   ,636.87
GC AMP PROBE            ,90.71
GC MS ISOTOPE SINGLE QN ,507.27
GC MS QUANTITATIVE      ,427.66
GC MS QUALITATIVE       ,507.27
GEN HEALTH PANEL        ,1764.32
GLUT ACID DECARBOX AB RI,253.63
GM1 AB IA QN IGA        ,333.23
GM1 AB IA QN IGG        ,333.23
GQ1B AB IA QN           ,981.2
HCG QUANT CSF           ,1416.52
HEP B AMP PROBE         ,697.93
HEP B DNA QN            ,760.91
HEP DELTA AG EIA        ,507.27
HEPATITIS DELTA AB QUAL ,372.11
HERPES SIMPLEX 1 AB IGM ,105.51
HERPES SIMPLEX AG EIA   ,816.43
HISTOPLASMA AG EIA      ,714.6
HIV 1 RNA QN            ,594.27
HIV 1&2 AB QUAL         ,151.81
HIV-1 AG EIA            ,1018.23
HLA PHENOTYPING         ,1531.05
HPLC MS QUANTITATIVE    ,583.18
TISS IMMUNOFLUOR DIR AB ,235.11
INFECT AGENT AMP PROBE  ,1516.25
INFLUENZA A AG EIA      ,251.78
INFLUENZA B AG EIA      ,251.78
INTRINSIC FACT AB       ,448.03
KETONES UR AUTO         ,105.51
LAMOTRIGINE LAMICTAL QN ,368.41
LEVETIRACETAM KEPPRA QN ,431.36
SCREW HEXLB NLCK 3.5X24 ,230
LYME AB WESTERN BLOT    ,87.02
LYME DISEASE AB IGG QL  ,503.55
LYME DISEASE AB IGM QL  ,503.55
SCREW ELB NLCKG 3.5X30  ,230
LYMPH CHORIO AB QUAL IGG,105.51
LYMPH CHORIO AB QUAL IGM,105.51
MAG AB ELISA QN         ,690.55
MAG IGM AB IA QN        ,690.55
MAGNESIUM URINE         ,37.03
MANGANESE               ,209.19
MI 2 AB                 ,448.03
MICROPOLYSPORA FAENI GD ,216.61
MUCOPOLYSAC ACID QUAL   ,105.51
MUMPS IGG QUAL          ,105.51
MUMPS IGM QUAL          ,105.51
MURAMIDASE LYSOZYME     ,129.59
MYELOPEROXIDASE AB      ,211.06
MYOCARDIAL FA AB TIT    ,68.5
OSTEOCALCIN             ,153.66
PLT AGGREGATE A ACID    ,546.15
OXCARBAZEPINE QN        ,453.58
OXCARBAZEPINE QN        ,398.04
PACEMAKER VIVA CRT-P    ,42529.5
PARVOVIRUS IGG          ,311.02
PARVOVIRUS IGM          ,311.02
PATH CONS PREP SLIDES   ,1225.58
PATH ESTERASE STAIN     ,873.82
PATH MYELOPEROX STAIN   ,873.82
PATH TARTRATE STAIN     ,873.82
PATH TRAP STAIN         ,873.82
INSERT TIB 6 LT PRIM BS ,8000
PHOSPHOLIPIDS SPECTRO   ,301.76
PIGEON SERUM GD         ,216.61
PLT AGGREGATE A ACID ATP,372.11
PLT AGGREGATE ADP       ,546.15
PLT AGGREGATE ADP ATP   ,546.15
PLT AGGREGATE COLLAGE   ,546.15
PLT AGGREGATE EPI       ,546.15
PLT AGGREGATE RIST HI   ,455.43
PLT AGGREGATE RIST LOW  ,372.11
STAPLER INTRNL TLC10    ,1601
VERTICAL AUTO PROF BLD  ,760.91
PREGNENOLONE            ,162.91
PROINSULIN              ,840.36
PROS SPEC AG FREE       ,296.2
PROTEIN C AG            ,205.49
PTT SUBSTITUTION MIXING ,290.65
PURK CELL (YO) FA AB TIT,479.48
Q FEVER AB IGG          ,85.17
RABIES AB QN            ,192.54
RAJI IMMUNE COMP        ,179.56
RIBOSOMAL P AB IA QN    ,1018.23
RISPERIDONE RISPERDAL QN,577.62
ROCKY MTN SF AB IGG QL  ,148.1
ROCKY MTN SF AB IGM QL  ,148.1
RPR QUANT               ,216.61
SELENIUM                ,418.4
SEX HORMONE BG          ,968.26
SHIGA LIKE TOXIN EIA    ,81.47
SIROLIMUS RAPAMUNE QN   ,162.91
SMEAR MICROSPORIDIUM STN,29.61
SUGARS MULTI QL         ,105.51
SUGARS SINGLE QN        ,274
SUSC MIC                ,514.67
SUSC MLC                ,610.93
T CELLS CD4 8 RATIO     ,1238.53
T CELLS CD4 COUNT       ,209.19
T CELLS TOTAL           ,1238.53
T3 REVERSE              ,44.43
MTB AMP PROBE           ,503.55
TESTOSTERONE FREE       ,386.93
THERMOACTINOMYCE SACC GD,216.61
THERMOACTINOMYCE VULG GD,216.61
THYROGLOBULIN AB QUANT  ,31.46
TRANSCORTIN (CBG)       ,185.14
TRANSGLUTAMIN AB IGA QN ,812.73
TYPHUS FEVER AB IGG QL  ,148.1
TYPHUS FEVER AB IGM QL  ,148.1
VITAMIN K               ,488.75
VOLATILES               ,116.63
YEAST ID                ,266.59
NATRIURETIC PEPTIDE     ,1033.03
PATH PAS STAIN ENZ CONST,873.82
INF AGENT CONCENTRATION ,29.61
LIGHT CHAINS KAPPA NEPH ,311.02
C-REACTIVE PROTEIN HS   ,381.37
PLATELET AGGREGATION    ,98.13
ANTI-CCP                ,286.96
INHIBIN A               ,74.05
FC 1ST MARK             ,155.81
FC ADD                  ,50.52
NK CELLS TOTAL CT       ,107.36
NEUROMYELITIS OPTICA AB ,2564.11
THIOPURINE METHTRAN NRS ,1499.57
METHYLMALONIC ACID QN   ,314.72
ASPERGILLUS AG EIA      ,1701.38
ENCP WST NIL AB IGM TIT ,299.91
ENCP WST NIL AB IGG TIT ,299.91
BK POLYOMA VIRUS AMP QN ,2517.81
PNEUMOCOCCAL AB QN      ,2040.17
BETA2 TRNSFER OTH FLD IF,1307.02
CD38 TOT CT             ,618.35
ALPHA-FETOPROTEIN FLD QN,1271.86
PIGEON SERUM GD         ,242.54
GENOTYPIC BIOINFORMATICS,1014.54
HIV 1 GENOTYPE RT & PROT,1220.03
PRETREAT RBC'S CHEM EA  ,442.47
PRETREAT RBC'S DENS EA  ,529.47
ENTEROVIRUS AMP         ,766.46
IODINE MS QN EACH SPEC  ,1021.94
ANTI SACCHRMYC CERVS IGA,224.01
ANTI SACCHRMYC CERVS IGG,224.01
ANTI CBIR1 IA QN        ,224.01
TISS NEUT AB IGG IFA IND,844.19
TISSUE DNASE AB IGG IND ,844.19
M A INSITU HB EA PRB MAN,1588.43
HEPARIN ANTI XA LMWH    ,411
CHLAMYDIA T AMP PROBE   ,394.33
DESMOGLEIN 1 AB SQ IA   ,673.89
DESMOGLEIN 3 AB SQ IA   ,673.89
BORDETELLA PERTUSSIS IGA,49.98
BORDETELLA PERTUSSIS IGG,49.98
BORDETELLA PERTUSSIS IGM,49.98
ANTIBODY TITER EA INDIR ,459.13
PRETREAT SERUM DIL EA   ,164.76
ACYLCARNITINES QN EA SP ,1140.41
PT SUBSTITUTION MIXING  ,188.83
TISS CULT CHROM BX NM   ,1880.95
ACYLCARNITINES QN EA SP ,912.7
VERY LONG CHAIN FATTY AC,1147.82
BLOOD TYPE RH PHENOTYPE ,304.81
TB GAMMA INTERFERON RESP,362.85
B CELLS TOTAL COUNT     ,186.99
SULFONYLUREA QL HPLC    ,1101.56
ONCOTYP DX BREAST CANCER,18700.34
PROTEIN S FREE          ,29.61
BORRELIA AMP PROBE      ,412.85
HUMAN EPIDIDYMIS PROT. 4,1245.93
HISTOPLASMA AMP PROBE   ,1623.61
LP-PLA2                 ,412.85
CALPROTECTIN FECAL      ,1025.66
PAMG-1 CVS QL           ,314.72
PATH PAS FUNGUS         ,468.4
HSV 1/2 AG IF SINGL RESU,298.05
PARVO VIRUS AMP PROBE   ,679.43
STREP PNEUMO AG OIA     ,201.8
T SACCHARI              ,105.51
T VULGARIS              ,105.51
BASIC METABOLIC CALC ION,877.53
MULLERIAN HORM AB QL IA ,281.41
ISOSPORA SMR FLUOR STAIN,348.06
COBALT QN               ,162.91
HERPES SIMPLEX AB CSF   ,290.65
PROCALCITONIN PCT       ,996.02
CULT TYPING SEQ EA ISO  ,1507
ANTICHITOBIO CARB IA QL ,383.22
ANTILAMINARI CARB IA QL ,383.22
ANTIMANNOBIO CARB IA QL ,383.22
PURK CELL CYTO AB TR TIT,218.45
NEURONAL NUC FA AB TIT  ,218.45
NIACIN VIT B 3          ,263.82
HOMOVANILLIC ACID UR    ,68.95
PROTEINASE-3 AB         ,89.8
CHEMILUM ASSAY          ,99.98
FETAL FIBRONECTIN SQN   ,2467.83
PYRUVIC ACID (PYRUVATE) ,971.95
ORGANIC ACIDS QL EA SPEC,333.23
RUBEOLA IGM             ,479.48
CYTO LIQUID BASE NON C/V,546.15
RUBELLA IGG             ,16.66
RUBELLA IGM             ,41.66
ACETONE UA MANUAL       ,122.17
ELASTASE PANCREAT QL    ,1360.74
INSULIN LIKE GFBP3 IA QN,159.67
ALPHA 2 MACRO NEPHELOM  ,116.63
PORPHYRINS UR QN + FRACT,51.84
SUSC AFB PROP EA AGENT  ,962.69
JAK2 V617F VARIANT      ,1110.79
C DIFF TOX B NAP1 ST AMP,361.95
PATH CONS EXTENDED REF  ,2227.16
C DIFFICILE GDH AG EIA  ,212.3
LEGIONELLA AG EIA       ,506.14
CBC                     ,318.05
ADAMTS-13               ,667.49
ADAMTS13 INHIBITOR      ,789.78
DHEA                    ,30.58
CRYOPRECIPITATE         ,177.04
FFP                     ,181.09
PLASMA CRYO REDUCED     ,181.09
PLTS PH LR IRR EA UNIT  ,2238.35
IKBKAP COMMON VARIANTS  ,2111.63
IGH VAR REG SOMATIC MUT ,2943.45
AMINO ACIDS QN 2-5 TESTS,764.32
DIPHTHERIA AB QN        ,41.62
CFTR COMMON VARIANTS    ,290.86
HFE COMMON VARIANTS     ,311.67
IGH REARRANGE AMPLIFIED ,554.14
CYP2C19 COMMON VARIANTS ,830.55
CHROM ANAL 20-25 CELLS  ,888.3
LISTER AB CF            ,652.21
BCR/ABL1 MAJOR BREAKPT  ,239.48
LACTOFERRIN FECAL QN    ,214
CYTOGEN MARRAY COPY NO  ,7643.13
IGH REARRANGE DIR PROBE ,1592.32
IGK REARRANGE ABN CLONAL,1592.32
CYSTATIN C              ,196.19
MTHFR COMMON VARIANTS   ,264.43
HLA 2 TYP 1 AG EQV LR EA,260.94
HLA 2 TYP 1 ALLELE HR EA,260.94
KRAS VAR IN CODONS 12&13,1727.04
IHC AB STAIN EA ADD     ,801.63
HERPES PEROX EA ADDL AB ,802.46
CERB B2 HER2NEU1 ADD AB ,801.63
ALPHA SM MUSC ACTIN AB  ,801.63
SMOOTH MUSC AB IA QL    ,24.7
MGMT METHYLATED VARIANT ,1334.07
EGFR COMMON VARIANTS    ,3598.57
HEP C DNA QN            ,867.76
HEP C GENOTYPE          ,867.76
ANAPLASMA PHAGOCYT AMP  ,603.72
BRAF V600E VARIANT      ,943.82
ZONISAMIDE ZONEGRAN QN  ,188.76
BCR/ABL1 MINOR BREAKPT  ,217.7
CYP2C9 COMMON VARIANTS  ,707.56
VKORC1 COMMON VARIANTS  ,707.56
RETIC COUNT AUTO        ,290.65
LDL CHOLESTEROL NMR BLD ,75.65
PLATELET AGGREGATION    ,2867.33
PLT FUNCTION-ASPIRIN ASA,435.42
CHROMOGRANIN A IA QN    ,299.55
HB S AB QN              ,13.06
ORGANIC ACIDS TOTAL QN  ,741.14
EB VIRUS DNA QN         ,755.04
INHIBIN B IA QN         ,378.29
HIV-1 AMP PROBE         ,1462.23
CHIKUNGUNYA VIRUS AMP PR,1267.15
DEF DRUG ALCOHOLS       ,1005.28
DEF DRUG ANALGESICS 1-2 ,577.62
DEF DRUG BENZODIAZ 1-12 ,818.36
DEF DRUG SKELETAL MR 1-2,968.26
ONCOTYP DX BREAST CANCER,18700.34
POTASSIUM FECES QN SPECT,105.51
IHC EA ADD AB ST SPEC   ,189.51
IHC EA MULTIPLEX AB PROC,801.63
ISH SPEC EA ADL PROBSTAN,801.63
KIT TARGETED GENE ANAL  ,1475.28
MA COMP SPEC EA MUTI PRB,1071.9
TB TEST CMIA EGIP T-CELL,218.96
NMDA RECEPTOR NR1 IFA   ,1027.51
HIV-2 AB QUAL           ,68.78
AR CHARACTERIZE ALLELES ,3332.37
DEF DRUG ANTIDEP TRI 1-2,61.76
CHROM ANAL ADDTL CELLS  ,268.1
DEF DRUG ANTIELEPTIC 1-3,378.99
MOLPATH TIER 2 LEVEL 4  ,1368.61
DEF DRUG SUBSTANCE 1-3  ,189.51
HIV-1 AG & HIV-1&2 ABS  ,151.81
AD 21 HYDROXYLASE AB RIA,167.03
BONE MARROW TECH ASSIST ,252.66
CANDIDA AB IGA          ,202.13
CANDIDA AB IGG          ,202.13
CANDIDA AB IGM          ,202.13
CANDIDA AG LATEX AG OIA ,202.13
PTH ANTIBODY RIA QN     ,955.91
MOLPATH TIER 2 LEVEL 7  ,14317.7
HLA 1 TYP 1 ALLELE HR EA,327.06
MASS SPEC QL EACH SPEC  ,3930.35
SCREW CORT TC100 2X10MM ,230
SCREW CORT TC100 2X12MM ,230
MICRODISSECTION LASER C ,114.84
SCREW CORT TC100 2X16MM ,230
SUSC 1-12 DISKS         ,95.71
14C-SEROTONIN RELEASE   ,1110.19
HTLV 1 2 AB QL          ,53.59
CALR COMMON VAR IN EXON9,1071.9
PHENCYCLIDINE QUANT     ,427.49
EVEROLIMUS QN           ,700.57
OCCULT BLD BY IFOB IA   ,363.68
MMAA FULL GENE SEQ      ,4214.6
MOLPATH TIER 2 LEVEL 5  ,2251.3
CARBO DEF TRANSFERRIN   ,276.29
DRUG SCR DOO MANUAL READ,2717.24
DRUG SCR DOO INSTR READ ,2717.24
DRUG SCR ANY NBR PER DOS,2717.24
FLU 1ST 2 MPLEX TY SUBTY,643.89
GLYCOMARK               ,79.6
INTERLEUKIN 6 IA QN     ,189.66
HISTOCHM ENZYME STAIN EA,1187.11
PLASMODIUM SP AMP       ,272.77
TRB@REARRANGE AMPLIFY   ,1966.81
TRG@REARRANGE ABNCLONAL ,614.63
BORD PERTUSSIS AMP PR   ,421.46
VARICELLA ZOSTER DNA AMP,244.68
EPIDER DERM FA AB QL SCR,71.41
14.3.3 ETA PROTEIN QN IA,450.73
PAPP-A QN               ,87.8
ABL1 KINASE DOM MUTATION,1464.57
TACROLIMUS QUANT        ,2665.92
T3 FREE                 ,836.82
A-1-ANTITRYPSIN PHENO   ,298.05
VITAMIN D 1-25 W/WO FRAC,1562.54
SPEC GRAV UR MANUAL     ,68.5
ACTH QN                 ,1216.31
CALCIUM IONIZED         ,514.67
ESTRADIOL               ,907.15
LACTIC ACID             ,248.09
OSMOLALITY BLD          ,298.05
OSMOLALITY UR           ,381.38
PTH INTACT              ,1175.61
FIBRINOGEN ACTIVITY     ,603.54
GENTAMICIN (GARAMYCIN)  ,801.64
AMMONIA                 ,490.6
HCG BETA QUANTITATIVE   ,938.63
PLT NEUTRALIZATION      ,462.83
TOTAL PROTEIN CSF QN    ,370.26
POTASSIUM UR            ,329.53
VANCOMYCIN QUANT        ,370.26
CAFFEINE QN             ,433.21
GENTAMICIN TROUGH QN    ,647.97
C DIFFICILE TOXIN AG EIA,552.01
AMYLASE                 ,490.6
HCG QUALITATIVE SERUM   ,418.4
FACTOR 5 LABILE         ,1225.58
PHENYTOIN DILANTIN FR QN,185.14
CULTURE GENITAL         ,720.17
THYROGLOBULIN           ,647.97
HEP B CORE AB IGM QL    ,396.2
HIV-1 AB QUAL           ,764.61
HB S AB QUAL            ,433.21
HEP A AB IGM QUAL       ,277.71
HEP B S AG EIA          ,266.6
CREATININE BLD          ,398.05
CELL CT&DIFF BODY FL    ,501.7
CHLORIDE BLD            ,248.09
CHLORIDE UR             ,227.71
SMEAR WET PREP WO STAIN ,209.2
GLUCOSE BODY FLD QN     ,418.4
GENTAMICIN PEAK QN      ,647.97
HIV 1 VIRAL LOAD        ,1303.34
DHEA-S                  ,623.9
CA 15-3 QN              ,359.16
PROS SPEC AG (PSA) TOTAL,583.19
UA W O MICRO AUTO       ,323.99
RPR QUAL                ,216.61
CULTURE TISSUE          ,405.43
LYME DISEASE AB QL      ,847.9
CORTISOL TOTAL          ,1027.51
MONO SCR (HETEROPHILE)  ,218.46
PREG URINE QUAL BY DOO  ,418.4
ACETONE BLD QL          ,194.4
D-DIMER SEMI            ,192.55
RA QN                   ,298.05
ANTISTREPTOLYSIN O QN   ,298.05
ALBUMIN OTHER QN        ,153.66
HEPATIC FUNCTION PANEL  ,786.82
COMP METABOLIC PANEL    ,840.52
LIPID PANEL             ,422.11
CULTURE EYE             ,814.59
ALK PHOS ISOENZYMES     ,1090.44
BILIRUBIN TOT           ,596.13
FOLATE (FOLIC ACID) SER ,335.09
GLUCOSE BLD QN          ,329.53
TOTAL PROTEIN URINE QN  ,385.07
CARBAMAZEPINE TOT QN    ,566.5
ALPHA FETOPROT SERUM    ,427.67
VITAMIN B12             ,892.34
VANCOMYCIN TROUGH       ,370.26
VANCOMYCIN PEAK         ,370.26
C-REACTIVE PROTEIN      ,164.77
DIRECT COOMBS COMP EA   ,312.87
IMMUNOELECT BLD/SERUM   ,627.6
T4 TOTAL                ,322.14
ALBUMIN SERUM QN        ,277.71
ALDOLASE                ,422.11
AMYLASE                 ,510.84
BILIRUBIN DIRECT        ,185.14
OCCULT BLD SCN 3 SPEC   ,177.72
CALCIUM TOTAL           ,362.86
CERULOPLASMIN           ,583.19
CHOLESTEROL BLD         ,381.38
CREAT KINASE (CK) TOTAL ,398.05
CREATININE CLEARANCE    ,673.9
DIGOXIN (LANOXIN) QN    ,712.77
PHENYTOIN DILANT TOT QN ,794.23
HAPTOGLOBIN QUANT       ,547.99
HEMOGLOBIN ELECTRO      ,668.33
CEA                     ,647.97
FSH                     ,720.17
T4 TOTAL                ,322.14
LIPASE                  ,483.2
LITHIUM (ESKALITH) QN   ,322.14
MAGNESIUM BLD           ,359.16
ACID PHOSPHATASE TOT    ,290.66
ALK PHOS (ALP)          ,335.09
POTASSIUM BLD           ,231.43
PROTEIN ELECTRO SER     ,681.29
GAMMA GT                ,329.53
TRIGLYCERIDES           ,266.6
TRANSFERRIN             ,647.97
BUN                     ,381.38
ZINC BLOOD              ,438.78
WBC COUNT BLD AUTO      ,157.37
MANUAL DIFFERENTIAL     ,131.44
