Description,Price
BRNG TIBIAL MRH 5 X 13MM,"$1,965.60 "
BROCCOLI,$60.00 
BROMOCRIPTINE CAP,$6.20 
BROMOCRIPTINE TABS,$5.70 
BRONCHODILATION RESPONSE,$850.00 
BRONCHOSPASM PROV EVAL W AGNT,$975.00 
BROV RPLCMNT SM VN W/O PORT,"$4,800.00 "
BROVIAC REPLACEMENT (SAME VEIN,"$4,800.00 "
BRUCELLA,$35.00 
BRUCELLA IGGIGM,$35.00 
BRUSH CYTO BIL CII D/L 1.5CM,$177.62 
BRUSH CYTO CYTOMAX II VAR SZ,$200.00 
BRUSH CYTO ERCP 3.0 INFINITY,$280.00 
BRUSH CYTOLOGY 200CM RAPID,$209.36 
BRUSH CYTOLOGY 5X120CM,$27.88 
BRVC RPLCMNT SM VN W PRT,"$4,800.00 "
BTN FX TGHTRP 11MM RND CNCV,$448.00 
BTN FX TGHTRP 20MM 9MM RND,$448.00 
BTN GASTRO MINI ONE VARSZ,$198.00 
BTN SUT TGHTRP EXTNDR 20X5MM,$314.50 
BUBBLE CPAP TREATMENT,$400.00 
BUCKWHEAT-F11,$60.00 
BUDESONIDE 0.25MG/2ML RESPULE,$20.23 
BUDESONIDE 0.5MG/2ML RESPULE 2,$23.83 
BUDESONIDE 3MG CAP,$10.35 
BUDESONIDE 80 MCG INHALER,$125.50 
BUDESONIDE160 MCG INHALER,$125.50 
BULB PDBS2 OVAL BLN INFLAT,$444.36 
BULLDOG LEAD EXTENDER,$450.00 
BULLOUS PEMPHIG BP180,$50.00 
BULLOUS PEMPHIGOID 180/230,$129.00 
BUMETANIDE 0.25MG INJ BU0.5MG,$2.00 
BUMETANIDE 0.25MG/BU 0.5MG,$2.00 
BUMETANIDE 0.25MG/ML BU0.5MG,$2.00 
BUMETANIDE 0.5MG TABLET UD,$0.80 
BUMETANIDE 1MG TABLET UD,$1.00 
BUMETANIDE 2MG TABLET UD,$1.48 
BUPIVACAINE 0.1% 250ML,$2.60 
BUPIVACAINE 0.5% 10ML,$2.60 
BUPIVACAINE HCL INJ 30ML,$2.60 
BUPIVACAINE IN NS 0.1% 100ML,$2.80 
BUPIVICAINE 0.25% 30ML,$2.73 
BUPIVICAINE W/ EPINEPHRINE,$3.38 
BUPRENORPHINE 2MG TAB UD NF,$3.25 
BUPRENORPHINE 8MG TAB UD NF,$3.60 
BUPRENORPHINE METABOL URINE,$90.00 
BUPROPION 100MG TAB,$0.43 
BUPROPION HCL 75MG TAB UD,$0.48 
BUPROPION SR 150MG TABLET,$0.33 
BUPROPION XL 150MG TABLET UD,$0.50 
BUPROPION XL 300MG TABLET UD,$0.78 
BUR 2.3MM DIAMOND,$28.52 
BUR 2.9MM DIAMOND,$28.52 
BUR 3MM RND FLUTE SFT TCH,$269.32 
BUR 4.5MM SPHERICAL EXTNDED,$133.08 
BUR BALL COARSE DIAM EXT 3MM,$280.00 
BUR BALL COARSE DIAM STD 3MM,$92.00 
BUR BALL DIA G1 SHRT STD CORS,$280.00 
BUR BALL DIA XMX SHRT STD,$253.00 
BUR BALL DIAMOND STD 3MM,$287.50 
BUR BALL FLUTD G1 SHRT XTD,$286.00 
BUR BALL FLUTED 3MM CUTTING,$286.00 
BUR BALL FLUTED EXT 3MM,$130.00 
BUR BONE CUT 15DEG 15CMX1.4MM,$590.00 
BUR BONE DIA 15DEG 15CMX5.0MM,$590.00 
BUR CUTTING 4.2MM STR,$934.42 
BUR DIAMOND 3MM,$260.16 
BUR DIAMOND 3MM STR,$311.47 
BUR DIAMOND 3MM STR 70DEG,$327.94 
BUR DIAMOND 4MM,$269.32 
BUR DIAMOND CURVED  5MM,$590.00 
BUR DIAMOND SHVR H/S 15D 3.2,$638.00 
BUR HS SPHER REDXD HOOD 5.5,$79.76 
BUR LEGEND ACOM 10CM 6MM,$150.08 
BUR LEGEND ACOM 14CM 7.5MM,$156.78 
BUR LEGEND ACOM 9CM 6MM,$348.88 
BUR LEGEND ACOM 9CM 7.5MM,$348.88 
BUR LEGEND FLUTED 10CM 5MM,$325.36 
BUR LEGEND FLUTED 9CM 6MM,$364.56 
BUR LEGEND MATCH 21CM X 3MM,$163.48 
BUR LEGEND TAPERED 14CM 3MM,$384.16 
BUR LEGEND TAPERED 8CM 1.1MM,$262.64 
BUR LEGEND TAPERED 8CM 2.3MM,$294.00 
BUR MIDAS SKULL BASE 4.5MM,$700.00 
BUR ROUND SOFT-TOUCH ELITE,$260.16 
BUR SURGICAL 90 DEG 3MM DIAM,$701.22 
BUR SURGICAL CUTTING 1,$138.00 
BUR TAPER CHOANEL ATRESIA 30K,$701.22 
BURLONG BALL DIAMOND LEGEND,$158.12 
BURR 2MM FLUTED MICROMAX,$259.90 
BURR 38MM OTOTOME VARSZ,$169.48 
BURR 3MM ROUND,$258.50 
BURR 3X3.8MM NEURO,$258.50 
BURR 5.5 LONG ABRADER DYONICS,$168.70 
BURR ABRADER DISP 4.0MM,$170.66 
BURR BULLET CUTTING XOMED,$832.00 
BURR DIAMOND ROUND VARSZ,$294.66 
BURR MIDAS 10 X 3FLUTED,$311.64 
BURR RAD 55 HI SPEED CRV,$832.00 
BURR SURG 2MM RNDSFT TOUCH,$486.00 
BURR SURG 3.6MM FRONTAL,$642.00 
BURR SURG DIAM 40D 13CMX3MM,$784.00 
BURRHOLE RESVR 2.0 PROGAV,"$6,560.98 "
BUSPIRONE 15MG TAB UD,$0.25 
BUSPIRONE 5MG TAB UD,$0.25 
BUSULFAN 6MG/ML AMPUL 10ML,$13.63 
BUSULFAN IV DOSE,$500.00 
BUTORPHANOL TARTRATE 2MG/1ML,$5.33 
BUTORPHANOL TARTRATE INJ 1 MG,$5.33 
BUTTON FX ACL 12X8 TIGHTROPE,$286.00 
BUTTRESS TRAB/MET ACTBLR POST,"$5,590.00 "
BX ASPIRATION BONE MARROW DX,"$3,600.00 "
BX ASPIRATION BONE MARROW DX,"$4,000.00 "
BX BONE TROCAR NEEDLE DEEP,"$3,000.00 "
BX BONE TROCAR NEEDLE SUPERFI,"$1,400.00 "
BX BONE TROCAR NEEDLE SUPERFI,"$3,000.00 "
BX BREAST 1ST LESION STRTCTC,"$3,300.00 "
BX BREAST 1ST LESION US IMAG,"$3,200.00 "
BX BREAST ADD LESION STRTCTC,"$1,900.00 "
BX BREAST ADD LESION US IMAG,"$1,800.00 "
BX ENDOMETR W/COLPOSCPY ADDON,$350.00 
BX LUNG/MEDIASTINUM PERC NEED,"$2,800.00 "
BX LYMPH NODE NEEDLE SUPERFIC,"$3,000.00 "
BYRD WORKSTATION RETRIEVAL SET,"$1,934.00 "
C MOTOR EVOKED UPR LWR LIMBS,"$1,700.00 "
C REACTIVE PROTEIN,$185.00 
C TELOPEPTIDE SERUM,$151.00 
C. DIFFICILE TOXIN,$150.00 
C. JEJUNI TOTAL ABS,$115.00 
C02 BICARBONATE BLOOD,$35.00 
C02 BICARBONATE URINE,$40.00 
C1 ESTERACE INHIBITOR 2100U/25,$67.95 
C1 ESTERASE INH. FUNC.,$145.00 
C1 ESTERASE INHIBITR 500UN IV,$117.25 
C3 NEPHRITIC FACTOR,$145.00 
C4 BINDING PROTEIN,$157.00 
C4 BINDING PROTEIN,$180.00 
CA 15-3,$42.00 
CA 19-9,$230.00 
CA SCREEN PELVIC/BREAST EXAM,$290.00 
CA-125,$230.00 
CA19-9 PERICARDIAL FLUID,$230.00 
CA19-9 PERITONEAL FLUID,$230.00 
CA27-29,$240.00 
CABAZITAXEL INJ BU 1 MG,$407.73 
CABLE 2.0MM SS W/CLAMP,"$1,088.00 "
CABLE ACCORD 2.0MM,$533.40 
CABLE ACCORD W CLAMP 2.0,$741.60 
CABLE COBLATOR REFLEX ULTRA,$450.00 
CABLE DALL SLEEVE 2.0MM BEAD,$637.00 
CABLE GRIP CERCLAGE 1.8 X25,$734.20 
CABLE GRIP LG 2.0MM DALL,$523.90 
CABLE GRIP TROCH 115MM ACCORD,"$3,895.00 "
CABLE INTERSTIM CNTRLR,$160.00 
CABLE LITHOTRIPSY SOEHENDRA,$250.00 
CABLE MICROGUID 4000LP+ VARSZ,$282.00 
CABLE MULTI LEAD TRIAL KIT,$400.00 
CABLE SCREENING TWIST LOCK,$140.00 
CABLE STERNAL SYS 3B/1C NEEDL,$503.60 
CABLE STERNAL SYS BLUNT NEEDL,$227.60 
CABLE STERNAL SYS C/E NDL SS,$227.60 
CABLE SYS ABL INTERFACE CARTO,$608.00 
CABLE TRIAL MULTLD DBS INFNTY,$200.00 
CABLE TRIAL MUTLI-LEAD,$440.00 
CABLE TWIST-LOCK A/EVOLUTION,$160.00 
CABLE UMBILICAL RHYTHMIA,"$1,400.00 "
CADMIUM,$80.00 
CADMIUM BLOOD,$80.00 
CAFFEINE CIT 60MG/3ML ORALSOL,$11.65 
CAFFEINE CITRATED 20MG/ML SOLN,$11.70 
CAGE  10 PIVOX VAR SZ,"$12,000.00 "
CAGE  SPN 4D 10MM ENDSKTLN TO,"$7,000.00 "
CAGE 10X28 CRV LORDOTIC VARSZ,"$8,500.00 "
CAGE 18MM RISE VAR SZ,"$13,400.00 "
CAGE ADD 16MMX24-40MM 0/6 DEG,"$16,000.00 "
CAGE ANATOMIC PEEK 9X14X11MM,"$4,752.00 "
CAGE ANATOMIC PEEK C/F 16MM,"$3,384.22 "
CAGE ANATOMIC PEEK CERVICAL,"$4,752.00 "
CAGE ANCHOR 4DEG 8X14X16,"$12,176.82 "
CAGE ANT/LUMB MIDLINE II TI,"$10,300.00 "
CAGE BENGAL 7DEG STD 4MM,"$1,621.70 "
CAGE BENGAL 7DEG STD 5MM,"$1,621.70 "
CAGE CERVICAL STALIF C 6DEG,"$7,500.00 "
CAGE CERVICAL VAR SZ,"$9,000.00 "
CAGE CONCORDE 9X8X27MM,"$5,971.24 "
CAGE CONCORDE LORDOTIC 9X27,"$5,971.24 "
CAGE COROENT 10X18X55 LT,"$8,120.00 "
CAGE COROENT 12X18X45 LT,"$8,120.00 "
CAGE COROENT IF 8X18X50,"$8,120.00 "
CAGE COROENT LNI/LWI 9/11MM,"$7,812.00 "
CAGE COROENT PEEK XL WIDE VAR,"$9,200.00 "
CAGE COROENT XL-F LORD IMPL,"$13,484.00 "
CAGE COUGAR 15/20 DEGREE,"$6,061.68 "
CAGE ENDOSKEL TT LRG 4DEG LOR,"$7,000.00 "
CAGE ENDOSKELETON TT XL 10MM,"$7,000.00 "
CAGE ENDOSKELETON TT XL 8MM,"$7,000.00 "
CAGE EXPAND SMALL VBR 12MM,"$20,251.50 "
CAGE LARGE N/I  8X9MM 4DEG,"$7,812.00 "
CAGE LARGE N/I 10X9MM 4DEG,"$7,812.00 "
CAGE LARGE N/I 11X9MM 4DEG,"$7,812.00 "
CAGE LARGE N/I 12X9MM 4DEG,"$7,812.00 "
CAGE LORD SPINE ROI-C VARSZ,"$4,800.00 "
CAGE LT 14MM X17MMMX20MM,"$5,700.06 "
CAGE OBELISCPRO CENTER 20MM,"$23,505.00 "
CAGE OBELISCPRO END 0DEG 20MM,"$4,183.50 "
CAGE SPINAL 10 MODULUS VARSZ,"$11,800.00 "
CAGE SPINAL DIVERGENCE VAR SZ,"$10,000.00 "
CAGE SPINE SPACER ALTA VARSZ,"$2,400.00 "
CAGE SPINE SPACER BRECK VARSZ,"$2,200.00 "
CAGE SPN 0D LUMBAR VAR SZ,"$13,000.00 "
CAGE SPN 14X17MM CRNT VARSZ,"$6,300.00 "
CAGE SPN 31X10 CRV LMBR VARSZ,"$13,000.00 "
CAGE SPN 6D LORDTIC LG VARSZ,"$1,950.00 "
CAGE SPN CERV COROENT VAR SZ,"$5,576.00 "
CAGE SPN XL WD COROENT VARSZ,"$15,092.00 "
CAGE SPNL 12D VAR SZ BRIGADE,"$15,620.00 "
CAGE SPNL 15D XLCRNT VARSZ,"$11,385.00 "
CAGE SPNL 8D VAR SIZE BRIGADE,"$15,620.00 "
CAGE XL WIDE LORDOTIC 10DEG,"$9,200.00 "
CALC BMI ABV UP PARAM F/U,$0.01 
CALC BMI NORM PARAMETERS,$0.01 
CALC BMI OUT NRM PARM NO F/U,$0.01 
CALCITONIN,$110.00 
CALCITONIN 200U/ML 2ML,"$6,219.13 "
CALCITONIN NASAL SPRAY,$31.30 
CALCITRATE 950MG TAB,$0.03 
CALCITRIOL 0.25MCG CAP,$0.40 
CALCITRIOL 0.5MCG CAP,$0.98 
CALCITRIOL INJ 1MCG/1ML,$1.63 
CALCIUM ACETATE 667MG TABLET,$0.28 
CALCIUM CARB 1250 MG TAB UD,$0.38 
CALCIUM CARB 500MG/5ML CUP,$0.85 
CALCIUM CHLORIDE INJ 10%,$18.88 
CALCIUM GLUCONATE 1G/50ML NS,$9.75 
CALCIUM GLUCONATE INJ 10%,$6.28 
CALCIUM IONIZED ART CHEM LAB,$85.00 
CALCIUM IONIZED ART POST,$85.00 
CALCIUM IONIZED CAP POST,$85.00 
CALCIUM IONIZED VEN CHEM LAB,$85.00 
CALCIUM IONIZED VEN POST,$85.00 
CALCIUM TOTAL BLOOD CHEM LAB,$35.00 
CALCIUM UR QUANT,$50.00 
CALORIC VESTIBULAR TEST,$74.00 
CALPROTECTIN,$181.00 
CALR,$350.00 
CANALITH REPOSITIONING PROCED,$250.00 
CANDIDA ALBICANS SKIN TEST,$267.30 
CANDIDA ALBICANS-M5,$60.00 
CANDIDA SOECIES DPT,$50.00 
CANGRELOR 50MG VL,$34.73 
CANISTER MAX PENUMBRA,$720.00 
CANN AND DILATOR MINISTEP,$103.18 
CANN STEP 12MM SHORT DIALATOR,$176.00 
CANNABINOID BLOOD,$80.00 
CANNULA 5MM ENDOPATH  100MM,$170.33 
CANNULA AORT N/V CRVD 21/24FR,$58.78 
CANNULA AORT SOFT FLO 7.05MM,$93.00 
CANNULA AORTIC ANG 7 MM,$78.00 
CANNULA AORTIC ROOT  18G,$30.40 
CANNULA AORTIC ROOT 14G DLP,$26.40 
CANNULA AORTIC ROOT 18G PED,$33.24 
CANNULA AORTIC SFT FLW SARNS,$82.00 
CANNULA ARTERIAL  8F PED VENT,$117.00 
CANNULA ARTERIAL 10F PED VENT,$123.50 
CANNULA ARTERIAL 12F PED VENT,$117.00 
CANNULA ARTERIAL 14F PED VENT,$117.00 
CANNULA ARTERIAL 16F PED VENT,$108.00 
CANNULA ARTERIAL 24FR CVD,$41.80 
CANNULA ARTERIAL 6F PED,$123.50 
CANNULA ARTERIAL EOPA 3D,$88.20 
CANNULA ARTERIAL FEM FLEX 16F,$296.56 
CANNULA ARTERIAL FEM FLEX 18F,$296.56 
CANNULA ARTERIAL FEM FLEX 20F,$296.56 
CANNULA ARTERIAL OPTISITE,$386.12 
CANNULA ARTERIOTOMY,$396.00 
CANNULA ARTERL EXTND SFTFLO,"$1,485.00 "
CANNULA ARTRL DLP VNT 3/16,$427.50 
CANNULA BIOMEDICUS VAR TYPE,$633.60 
CANNULA BIOMEDICUS VEN 14 FR,$495.00 
CANNULA BIOMEDICUS VEN W/INTR,$585.00 
CANNULA CARMEDA BONDED ARTERL,$267.30 
CANNULA CORONARY 10F,$33.30 
CANNULA CORONARY 12F,$33.30 
CANNULA CORONARY 14F,$35.16 
CANNULA CORONR ARTERY 4MM,$164.00 
CANNULA CORONR ARTERY 5MM,$157.20 
CANNULA CORONY ARTERY 6MM,$157.20 
CANNULA CORONY ARTERY 7MM,$157.20 
CANNULA CORONY ARTERY 8MM,$164.00 
CANNULA DLP PED 6 INCH,$594.40 
CANNULA DLP SNGL STAGE VENOUR,$57.60 
CANNULA DUCKBILL,$436.00 
CANNULA ERCP 3.2MM SWINGTIP,$298.06 
CANNULA FAST FIX,$270.00 
CANNULA FEMORAL 22F,$82.90 
CANNULA FLOWPORTII W/OBTURTR,$805.80 
CANNULA MINI STEP SHORT,$103.18 
CANNULA PAL LIPOSCLPT M/H 3.0,$103.00 
CANNULA PERFUSION RETROG STR,"$2,325.40 "
CANNULA PSIG OBTURATOR VARSZ,"$2,022.00 "
CANNULA RETROPLEGIA,$135.43 
CANNULA SEAL 10/12MM ROBOT,$30.00 
CANNULA SHT 5MM W/DILATOR,$156.20 
CANNULA SOFT FLOW 24F 8MM,$525.00 
CANNULA SOFT FLOW 7MM,$116.86 
CANNULA SOFT FLOW 8MM,$76.00 
CANNULA SPINAL 150-250MM,$150.00 
CANNULA TRANSPORT 8MM 456,$180.00 
CANNULA VENOUS 12F RT ANG,$51.30 
CANNULA VENOUS 12F RT ANG,$58.90 
CANNULA VENOUS 14F RT ANG,$51.30 
CANNULA VENOUS 14F RT ANG,$58.90 
CANNULA VENOUS 16F RT ANG,$51.30 
CANNULA VENOUS 16F RT ANG,$55.80 
CANNULA VENOUS 18F RT ANG,$51.30 
CANNULA VENOUS 18F RT ANG,$58.90 
CANNULA VENOUS 20F RT ANG,$51.30 
CANNULA VENOUS 20F RT ANG,$58.90 
CANNULA VENOUS 21FR  KIT,$792.00 
CANNULA VENOUS 22F,$405.24 
CANNULA VENOUS 22F RT ANG,$60.80 
CANNULA VENOUS 24F RT ANG,$60.80 
CANNULA VENOUS 24F RT ANG HI,$58.90 
CANNULA VENOUS 25FR  KIT,$792.00 
CANNULA VENOUS 28F RT ANG,$51.30 
CANNULA VENOUS 28F RT ANG HI,$58.90 
CANNULA VENOUS 32F RT ANG,$48.60 
CANNULA VENOUS D/S LIGHT TIP,$48.56 
CANNULA VENOUS DUAL DRAIN 29F,$564.58 
CANNULA VENOUS DUAL DRAINAGE,$40.00 
CANNULA VENOUS FEM 24F,$405.24 
CANNULA VENOUS FEM PED 20F,$405.24 
CANNULA VENT AORTIC 7F 2.3MM,$31.02 
CANNULA W/DIL VERSA+ SHR 12MM,$215.34 
CANNULA W/DIL VERSA+ SHRT 5MM,$177.90 
CANNULA W/DILATOR ANGIOVAC,"$23,000.00 "
CANNULAE ARTERIAL EOPA 6.7MM,$75.60 
CANNULAE F/A J/V 21FR X 7.0MM,$613.80 
CANNULAE FMRL VENS BIOMDCS,$712.80 
CAP 5.5MM CREO LOCKING,$350.00 
CAP END F/ T2 SUPRACONDYLAR,$480.00 
CAP END GAMMA3 11MM HIP TROCH,$459.20 
CAP END T2 STD 8MM,$218.92 
CAP LCK THRD HD TO HD QUARTEX,$300.00 
CAP LCKNG ALTA STAND ALONE,$250.00 
CAP LOCKING,$318.00 
CAP LOCKING SR,$240.00 
CAP NC CLOSURE 2.8 MM,$58.18 
CAP PROTECTIVE FOR K WIRE 1.6,$6.16 
CAP PROTECTIVE FOR K WIRE 2.5,$3.14 
CAP SCREW PLATE ADJ ROD,$413.00 
CAP SCREW SPINAL TOPS VIRAGE,$245.00 
CAPD BACK UP TREATMENT,"$1,150.00 "
CAPD MANIFOLD TREATMENT ED,"$1,150.00 "
CAPD MANIFOLD TREATMENT IP,"$1,150.00 "
CAPD TRAINING,"$1,150.00 "
CAPECITABINE 150MG TABLET,$27.93 
CAPILLARY BLOOD DRAW,$70.00 
CAPSURE SENSE LEAD,$900.00 
CAPSURE VDD PACING LEAD,$900.00 
CAPSUREFIX NOVUS LEAD VAR SIZE,$900.00 
CAPTOPRIL 25MG TAB UD,$0.80 
CAPTOPRIL TAB,$1.00 
CAPTROPIL 12.5MG TAB,$1.41 
CAR AUTO ANTIBODY,$297.00 
CARBAMAZEPINE 100MG CHEW TAB,$0.60 
CARBAMAZEPINE ORAL SUSP (100MG,$1.33 
CARBAMAZEPINE TAB 200 MG UD,$1.30 
CARBAMIDE PEROX OTIC6.5% DROP,$0.25 
CARBIDOPA LEVODOPA 25-100 TAB,$0.25 
CARBIDOPA LEVODOPA 25MG TAB,$0.30 
CARBIDOPA LEVODOPA 25MG-100MG,$0.25 
CARBIDOPA LEVODOPA CR TABS 50/,$0.43 
CARBIDOPA LEVODOPA TAB 10/100,$0.25 
CARBOHYDRATE DEFICIENT TRANSFE,$186.00 
CARBON MONOXIDE BLOOD,$129.00 
CARBOPLATIN 10MG/ML 5ML SDV,$10.93 
CARBOPLATIN 10MG/ML 60ML SDV,$7.25 
CARBOPLATIN 450MG INJ BU 50MG,$7.13 
CARBOPLATIN INJ 150MG UD50MG,$6.73 
CARBOPROST TROMETH 250MCG/1ML,$820.85 
CARBOXY HGB-ART.,$80.00 
CARDIAC MONITOR CONFIRM RX,"$9,600.00 "
CARDIAC MRI FOR MORPH,"$3,450.00 "
CARDIAC MRI FOR MORPH W/DYE,"$5,600.00 "
CARDIAC MRI W/STRESS IMG,"$3,700.00 "
CARDIOINSIGHT MAPPING VEST,"$9,000.00 "
CARDIOVASC STRESS TEST W/ ECG,"$1,050.00 "
CARDIOVASCULA PROCEDUR UNLIS,"$4,000.00 "
CARDIOVERSION ELECTIVE EXTERN,"$2,800.00 "
CARE AFTER DELIVERY,$250.00 
CARE MANAGE SERV MIN 20 MIN,$240.00 
CARE OF MISCARRIAGE,"$2,750.00 "
CARFILZOMIB KYPROLIS 60MG INJ,$93.93 
CARMUSTINE INJ (100MG),"$9,177.38 "
CARNITINE FREE  TOTAL,$56.00 
CARNITINE INJ (1G/5ML) (TPN),$34.85 
CAROTID US BILATERAL,"$1,200.00 "
CAROTID US UNILATERAL,$825.00 
CARPAL TUNNEL RELEASE SYSTEM,$413.33 
CARPOMETACARPAL THUMB W/MANIP,$412.00 
CARROT-F31,$35.00 
CARRY CURRENT STATUS,$0.01 
CARRY D/C STATUS,$0.01 
CARRY GOAL STATUS,$0.01 
CARTILAGE COSTAL SHEET 4.1X5.0,"$1,330.00 "
CARTILAGE MICRO MATRIX 1CC,"$1,500.00 "
CARTRIDGE CRV TEK XLG,$934.00 
CARTRIDGE NOVOSTITCH PLUS 2.0,$798.00 
CARTRIDGE PUMP ERBEJET2,$221.58 
CARTRIDGE SPRTN IBV VALVE SYS,"$5,300.00 "
CARVEDILOL 25MG TAB UD,$0.25 
CARVEDILOL 3.125MG TAB UD,$0.25 
CARVEDILOL 6.25MG TAB UD,$0.25 
CARVEDILOL TAB 12.5MG UD,$0.25 
CASE MANAGEMENTADHERENCE 2961,$175.00 
CASEIN-F78,$60.00 
CASHEW NUT-F202,$60.00 
CASPOFUNGIN ACETATE 50MG VIAL,$15.70 
CASPOFUNGIN ACETATE 70MG VIAL,$12.53 
CASSETTE HEAD EXPNDR 12-16MM,"$1,431.00 "
CAT DANDER E1 ALLERGEN,$60.00 
CATARACT CUSTOM PACK,$440.21 
CATARACT MICROCOAXIAL PACK,$576.98 
CATECHOLAMINES 24HR UR,$44.00 
CATECHOLAMINES FRAC.PLASMA,$60.00 
CATH   CONQUEST 12X75CM,$450.00 
CATH   CONQUEST 6X75CM,$400.00 
CATH   CONQUEST 8X75CM,$400.00 
CATH   CONQUEST 9X50CM,$400.00 
CATH   LINEAR 7.5F 34CC,"$1,580.00 "
CATH   MAVERICK 2 2.0X20MM,$260.00 
CATH   MAVERICK 2 2.5X20MM,$430.00 
CATH   WEDGE PRESS 6F 110,$75.86 
CATH  4F 40CMX.035CM SOFTVU,$30.90 
CATH  BIL BLLN DIL 6X4 180CM,$478.84 
CATH  OMNI  NONBRAID 4FR 80CM,$30.00 
CATH  PTA BALLN DIL 6X50CM,$472.50 
CATH  SEL ANGIO  4FR 65CM,$20.00 
CATH .035 150CM STRAIGHT,$342.00 
CATH 135X.014 SUPPORT2,$334.00 
CATH 3X40 150CM NANOCR,$390.00 
CATH 3X80 150CM NANOCR,$390.00 
CATH 4/ANG/65 GLIDECATH,$100.50 
CATH 4X120 150CM NANOC,$390.00 
CATH 5 FR  100CM BERESTEIN,$20.00 
CATH 5 FR 65CM PIGTAIL,$20.00 
CATH 5F 65CM TEMPO,$26.00 
CATH 5F TEMPO MPA 165CM,$26.00 
CATH 5FR OPEN END SAFETY WIRE,$20.13 
CATH ABL NAVISTAR VARSZ,"$3,344.00 "
CATH ABL NVSTR THRMCL VARSZ,"$4,256.00 "
CATH ABLAT INTELLANAV ST,"$4,600.00 "
CATH ABLAT18-31MM 360 RFA,"$5,138.00 "
CATH ABLATION FLEXBLTY BI-D,"$3,300.00 "
CATH ABLATION FLEXBLTY UNI-D,"$2,990.00 "
CATH ABLATION HALO 360 25MM,"$2,465.00 "
CATH ABLATION HALO 90,"$1,998.00 "
CATH ABLATION STD C2 CRYOBLLN,"$2,200.00 "
CATH ABLTN IN NDL G170067,$1.00 
CATH ACCUVU PIGTAIL 5F VAR SZ,$206.00 
CATH ACCUVU PIGTAIL 5FX.035,$200.00 
CATH ACCUVU PIGTAIL ANGIO 5FR,$200.00 
CATH ANG IMGRII C/T2 5FRX65CM,$20.58 
CATH ANGI CERE TEMPO 100CM 4F,$26.00 
CATH ANGI IMAGII B/T 100CM 5F,$20.00 
CATH ANGI VISC TEMPO 65CM 4F,$26.00 
CATH ANGIO .035IN 4FR ACCU-VU,$190.00 
CATH ANGIO .035IN 4FR ACCU-VU,$200.00 
CATH ANGIO .035IN 5FR VAR SZ,$30.90 
CATH ANGIO 0.38IN 5FR ACCU-VU,$200.00 
CATH ANGIO 100CM IMPULSE,$19.50 
CATH ANGIO 16X2 5.8FR 75CM,$486.00 
CATH ANGIO 4F 125CM INFTI,$15.50 
CATH ANGIO 4F 125CM SUPER TRQ,$56.70 
CATH ANGIO 4F 125CM TEMPO,$26.00 
CATH ANGIO 4F 2SIM GLIDECATH,$100.50 
CATH ANGIO 4F 90CM SOFTVU,$30.70 
CATH ANGIO 4FR 100X20CM PIG,$266.78 
CATH ANGIO 4FX65 PIGTL SOFTVU,$30.69 
CATH ANGIO 5F .035 SFTV VARSZ,$30.00 
CATH ANGIO 5F 100CM BERESTEIN,$20.00 
CATH ANGIO 5F 100CM INFTI JR4,$15.50 
CATH ANGIO 5F 110CM IMPRESS,$46.00 
CATH ANGIO 5F 110CM PFRM ULT2,$46.00 
CATH ANGIO 5F 125CM PERFORMA,$126.00 
CATH ANGIO 5F 125CM PFRM ULT2,$46.00 
CATH ANGIO 5F 125CM PFRM ULT3,$46.00 
CATH ANGIO 5F SOFTVU VAR SZ,$30.90 
CATH ANGIO 5FR 70X20CM CURVE,$190.00 
CATH ANGIO 5FR CEREBRUM BERN,$20.00 
CATH ANGIO 5FR RADPQ VAR SZ,$148.60 
CATH ANGIO 5FX110CM RAD CRV,$31.00 
CATH ANGIO 70X20CM 5FR CURVE,$190.00 
CATH ANGIO CERE BERN 65CM 4F,$26.00 
CATH ANGIO FLUSH SOFTVU 65CM,$29.80 
CATH ANGIO GLIDECATH VAR SZ,$100.50 
CATH ANGIO IMPRESS/FH3 5FX110,$46.00 
CATH ANGIO MIC REG HEADWAY,"$1,420.00 "
CATH ANGIO NON BR SIZ SFT VU,$200.00 
CATH ANGIO PIGTAIL VAR SZ,$42.00 
CATH ANGIO SDWNDR 65CM SOFTVU,$30.00 
CATH ANGIO T/NB ADV 100CM 5F,$29.72 
CATH ANGIO T/NB ADV 125CM 5F,$28.00 
CATH ANGIO TEMPO S/H 65CMX4F,$26.00 
CATH ANGOGRAPC VTK 5F 125CM,$28.00 
CATH ANTBTC IMPR ARES VNTRCLR,$820.00 
CATH AORTA(FEMORAL AXILLARY),"$1,600.00 "
CATH ARTERIAL LINE 20G KIT,$81.20 
CATH ARTH CROSSER OTW 14S,$300.00 
CATH ARTHRCTMY JTSTRM 2.4/3.4,"$5,800.00 "
CATH ATHRCM 145CM DIAMONDBACK,"$6,790.00 "
CATH ATM 7MMX4CM-30 CONQUEST,$400.00 
CATH ATRIOSEPTOSTOMY 5F,$441.00 
CATH BALL CHAR OTW 6X40 135CM,$160.00 
CATH BALL CHAR OTW 6X40 75CM,$160.00 
CATH BALL CHAR OTW 6X60 135CM,$160.00 
CATH BALL CHAR OTW 6X60 75CM,$160.00 
CATH BALL CHAR OTW 6X80 75CM,$160.00 
CATH BALL CHAR OTW 7X40 135CM,$160.00 
